month,customer_id,cohort_index,design_partner,active,managed_spend_cents,take_rate_bps,platform_fee_cents,revenue_cents,compute_cost_cents,telemetry_cost_cents,support_cost_cents,cogs_cents
2026-05,HX-C0221,4,0,1,6903011,285,85000,281735,55059,13764,12147,80970
2026-06,HX-C0221,4,0,1,7076747,285,85000,286687,55598,13899,12266,81763
2026-07,HX-C0221,4,0,1,7390423,285,85000,295627,56890,14222,12550,83662
2025-05,HX-C0222,7,0,1,11809850,285,85000,421580,89957,22489,19845,132291
2025-06,HX-C0222,7,0,1,12255182,285,85000,434272,92016,23004,20299,135319
2025-07,HX-C0222,7,0,1,12664257,285,85000,445931,93820,23455,20696,137971
2025-08,HX-C0222,7,0,1,12734252,285,85000,447926,93569,23392,20641,137602
2025-09,HX-C0222,7,0,1,13011902,285,85000,455839,94540,23635,20855,139030
2025-10,HX-C0222,7,0,1,13300647,285,85000,464068,95552,23888,21079,140519
2025-11,HX-C0222,7,0,1,13683663,285,85000,474984,97090,24272,21418,142780
2025-12,HX-C0222,7,0,1,14126079,285,85000,487593,98937,24734,21826,145497
2026-01,HX-C0222,7,0,1,14382956,285,85000,494914,99683,24920,21990,146593
2026-02,HX-C0222,7,0,1,14668363,285,85000,503048,100569,25142,22185,147896
2026-03,HX-C0222,7,0,1,15244473,285,85000,519467,103074,25768,22738,151580
2026-04,HX-C0222,7,0,1,15591967,285,85000,529371,104247,26061,22997,153305
2026-05,HX-C0222,7,0,1,15893924,285,85000,537976,105137,26284,23193,154614
2026-06,HX-C0222,7,0,1,16237539,285,85000,547769,106231,26557,23435,156223
2026-07,HX-C0222,7,0,1,16763057,285,85000,562747,108294,27073,23890,159257
2026-05,HX-C0223,11,0,1,94921055,285,85000,2790250,545303,136325,120289,801917
2026-06,HX-C0223,11,0,1,99689021,285,85000,2926137,567483,141870,125181,834534
2026-07,HX-C0223,11,0,1,101722871,285,85000,2984101,574260,143565,126675,844500
2026-02,HX-C0224,10,0,1,10431591,285,85000,382300,76429,19107,16860,112396
2026-03,HX-C0224,10,0,1,10649364,285,85000,388506,77088,19272,17006,113366
2026-04,HX-C0224,10,0,1,11192298,285,85000,403980,79554,19888,17550,116992
2026-05,HX-C0224,10,0,1,11593193,285,85000,415406,81183,20295,17909,119387
2026-06,HX-C0224,10,0,1,11866930,285,85000,423207,82074,20518,18106,120698
2026-07,HX-C0224,10,0,1,11881225,285,85000,423614,81519,20379,17984,119882
2025-05,HX-C0225,7,0,1,84779297,235,85000,2077313,443264,110816,97780,651860
2025-06,HX-C0225,7,0,1,85459202,235,85000,2093291,443542,110885,97842,652269
2025-07,HX-C0225,7,0,1,85992070,235,85000,2105813,443045,110761,97732,651538
2025-08,HX-C0225,7,0,1,87767266,235,85000,2147530,448610,112152,98959,659721
2025-09,HX-C0225,7,0,1,90206487,235,85000,2204852,457285,114321,100873,672479
2025-10,HX-C0225,7,0,1,94220288,235,85000,2299176,473409,118352,104429,696190
2025-11,HX-C0225,7,0,1,96578066,235,85000,2354584,481295,120323,106169,707787
2025-12,HX-C0225,7,0,1,96640926,235,85000,2356061,478072,119518,105458,703048
2026-01,HX-C0225,7,0,1,100958060,235,85000,2457514,494982,123745,109188,727915
2026-02,HX-C0225,7,0,1,102299612,235,85000,2489040,497608,124402,109767,731777
2026-03,HX-C0225,7,0,1,104329275,235,85000,2536737,503348,125837,111034,740219
2026-04,HX-C0225,7,0,1,104857820,235,85000,2549158,502000,125500,110736,738236
2026-05,HX-C0225,7,0,1,107742260,235,85000,2616943,511434,127858,112817,752109
2026-06,HX-C0225,7,0,1,110875072,235,85000,2690564,521796,130449,115103,767348
2026-07,HX-C0225,7,0,1,112109964,235,85000,2719584,523356,130839,115447,769642
2024-05,HX-C0226,3,0,1,36821614,235,85000,950307,219839,54959,48496,323294
2024-06,HX-C0226,3,0,1,38836444,235,85000,997656,229300,57325,50582,337207
2024-07,HX-C0226,3,0,1,40137595,235,85000,1028233,234790,58697,51793,345280
2024-08,HX-C0226,3,0,1,41506174,235,85000,1060395,240547,60136,53064,353747
2024-09,HX-C0226,3,0,1,42841244,235,85000,1091769,246032,61508,54272,361812
2024-10,HX-C0226,3,0,1,43756839,235,85000,1113285,249215,62303,54975,366493
2024-11,HX-C0226,3,0,1,43579006,235,85000,1109106,246620,61655,54402,362677
2024-12,HX-C0226,3,0,1,44715016,235,85000,1135802,250857,62714,55337,368908
2025-01,HX-C0226,3,0,1,45991469,235,85000,1165799,255738,63934,56414,376086
2025-02,HX-C0226,3,0,1,47566489,235,85000,1202812,262058,65514,57808,385380
2025-03,HX-C0226,3,0,1,47721630,235,85000,1206458,261047,65261,57586,383894
2025-04,HX-C0226,3,0,1,48527078,235,85000,1225386,263310,65827,58084,387221
2025-05,HX-C0226,3,0,1,49662750,235,85000,1252074,267172,66793,58935,392900
2025-06,HX-C0226,3,0,1,51244206,235,85000,1289238,273173,68293,60260,401726
2025-07,HX-C0226,3,0,1,52106593,235,85000,1309504,275508,68877,60775,405160
2025-08,HX-C0226,3,0,1,52751114,235,85000,1324651,276713,69178,61041,406932
2025-09,HX-C0226,3,0,1,54097293,235,85000,1356286,281293,70323,62051,413667
2025-10,HX-C0226,3,0,1,56097443,235,85000,1403289,288942,72235,63738,424915
2025-11,HX-C0226,3,0,1,56204937,235,85000,1405816,287359,71839,63390,422588
2025-12,HX-C0226,3,0,1,58299654,235,85000,1455041,295245,73811,65128,434184
2026-01,HX-C0226,3,0,1,58724138,235,85000,1465017,295077,73769,65092,433938
2026-02,HX-C0226,3,0,1,60067357,235,85000,1496582,299196,74799,66000,439995
2026-03,HX-C0226,3,0,1,60672637,235,85000,1510806,299780,74945,66128,440853
2026-04,HX-C0226,3,0,1,62694417,235,85000,1558318,306875,76718,67695,451288
2026-05,HX-C0226,3,0,1,64057015,235,85000,1590339,310802,77700,68561,457063
2026-06,HX-C0226,3,0,1,65993361,235,85000,1635843,317248,79312,69982,466542
2026-07,HX-C0226,3,0,1,66385378,235,85000,1645056,316574,79143,69833,465550
2024-08,HX-C0227,4,0,1,3811943,285,85000,193640,43926,10981,9691,64598
2024-09,HX-C0227,4,0,1,3893890,285,85000,195975,44163,11040,9743,64946
2024-10,HX-C0227,4,0,1,4063401,285,85000,200806,44951,11237,9917,66105
2024-11,HX-C0227,4,0,1,4203542,285,85000,204800,45538,11384,10047,66969
2024-12,HX-C0227,4,0,1,4345535,285,85000,208847,46126,11531,10176,67833
2025-01,HX-C0227,4,0,1,4491257,285,85000,213000,46724,11681,10308,68713
2025-02,HX-C0227,4,0,1,4574929,285,85000,215385,46926,11731,10352,69009
2025-03,HX-C0227,4,0,1,4713693,285,85000,219340,47459,11864,10470,69793
2025-04,HX-C0227,4,0,1,4803349,285,85000,221895,47680,11920,10518,70118
2025-05,HX-C0227,4,0,1,4829853,285,85000,222650,47509,11877,10481,69867
2025-06,HX-C0227,4,0,1,5020398,285,85000,228081,48327,12081,10662,71070
2025-07,HX-C0227,4,0,1,5240146,285,85000,234344,49304,12326,10876,72506
2025-08,HX-C0227,4,0,1,5308897,285,85000,236303,49362,12340,10890,72592
2025-09,HX-C0227,4,0,1,5381935,285,85000,238385,49440,12360,10907,72707
2025-10,HX-C0227,4,0,1,5501495,285,85000,241792,49785,12446,10983,73214
2025-11,HX-C0227,4,0,1,5527880,285,85000,242544,49577,12394,10937,72908
2025-12,HX-C0227,4,0,1,5708964,285,85000,247705,50262,12565,11088,73915
2026-01,HX-C0227,4,0,1,5806618,285,85000,250488,50451,12612,11131,74194
2026-02,HX-C0227,4,0,1,6027328,285,85000,256778,51334,12833,11325,75492
2026-03,HX-C0227,4,0,1,6101964,285,85000,258905,51372,12843,11333,75548
2026-04,HX-C0227,4,0,1,6284227,285,85000,264100,52008,13002,11473,76483
2026-05,HX-C0227,4,0,1,6531588,285,85000,271150,52991,13247,11690,77928
2026-06,HX-C0227,4,0,1,6664327,285,85000,274933,53318,13329,11763,78410
2026-07,HX-C0227,4,0,1,6691346,285,85000,275703,53055,13263,11705,78023
2024-08,HX-C0228,4,0,1,21325289,285,85000,692770,157153,39288,34667,231108
2024-09,HX-C0228,4,0,1,21966998,285,85000,711059,160237,40059,35348,235644
2024-10,HX-C0228,4,0,1,22261052,285,85000,719439,161050,40262,35527,236839
2024-11,HX-C0228,4,0,1,22798600,285,85000,734760,163380,40845,36041,240266
2024-12,HX-C0228,4,0,1,23765390,285,85000,762313,168367,42091,37141,247599
2025-01,HX-C0228,4,0,1,24538995,285,85000,784361,172063,43015,37956,253034
2025-02,HX-C0228,4,0,1,24799496,285,85000,791785,172507,43126,38054,253687
2025-03,HX-C0228,4,0,1,25868790,285,85000,822260,177917,44479,39247,261643
2025-04,HX-C0228,4,0,1,26549450,285,85000,841659,180855,45213,39896,265964
2025-05,HX-C0228,4,0,1,26926695,285,85000,852410,181890,45472,40124,267486
2025-06,HX-C0228,4,0,1,27401915,285,85000,865954,183485,45871,40475,269831
2025-07,HX-C0228,4,0,1,28283328,285,85000,891074,187474,46868,41356,275698
2025-08,HX-C0228,4,0,1,28786759,285,85000,905422,189138,47284,41723,278145
2025-09,HX-C0228,4,0,1,29427746,285,85000,923690,191573,47893,42259,281725
2025-10,HX-C0228,4,0,1,30413628,285,85000,951788,195976,48994,43231,288201
2025-11,HX-C0228,4,0,1,31047881,285,85000,969864,198247,49561,43733,291541
2025-12,HX-C0228,4,0,1,31923012,285,85000,994805,201857,50464,44528,296849
2026-01,HX-C0228,4,0,1,32447938,285,85000,1009766,203382,50845,44865,299092
2026-02,HX-C0228,4,0,1,33289312,285,85000,1033745,206666,51666,45589,303921
2026-03,HX-C0228,4,0,1,34596784,285,85000,1071008,212513,53128,46879,312520
2026-04,HX-C0228,4,0,1,34994824,285,85000,1082352,213145,53286,47018,313449
2026-05,HX-C0228,4,0,1,35926696,285,85000,1108910,216716,54179,47805,318700
2026-06,HX-C0228,4,0,1,37321397,285,85000,1148659,222765,55691,49141,327597
2026-07,HX-C0228,4,0,1,38233369,285,85000,1174651,226049,56512,49865,332426
2025-02,HX-C0229,6,0,1,26708968,285,85000,846205,184364,46091,40669,271124
2025-03,HX-C0229,6,0,1,27095329,285,85000,857216,185480,46370,40916,272766
2025-04,HX-C0229,6,0,1,27917499,285,85000,880648,189233,47308,41743,278284
2025-05,HX-C0229,6,0,1,28542672,285,85000,898466,191717,47929,42292,281938
2025-06,HX-C0229,6,0,1,29227282,285,85000,917977,194507,48626,42908,286041
2025-07,HX-C0229,6,0,1,30376006,285,85000,950716,200022,50005,44124,294151
2025-08,HX-C0229,6,0,1,30983032,285,85000,968016,202214,50553,44607,297374
2025-09,HX-C0229,6,0,1,31798953,285,85000,991270,205589,51397,45351,302337
2025-10,HX-C0229,6,0,1,32714984,285,85000,1017377,209481,52370,46210,308061
2025-11,HX-C0229,6,0,1,33587954,285,85000,1042256,213045,53261,46996,313302
2025-12,HX-C0229,6,0,1,34752302,285,85000,1075440,218219,54554,48138,320911
2026-01,HX-C0229,6,0,1,35721126,285,85000,1103052,222172,55543,49009,326724
2026-02,HX-C0229,6,0,1,36889012,285,85000,1136336,227175,56793,50114,334082
2026-03,HX-C0229,6,0,1,36697416,285,85000,1130876,224392,56098,49499,329989
2026-04,HX-C0229,6,0,1,38812608,285,85000,1191159,234572,58643,51744,344959
2026-05,HX-C0229,6,0,1,39599682,285,85000,1213590,237173,59293,52319,348785
2026-06,HX-C0229,6,0,1,40579161,285,85000,1241506,240772,60193,53112,354077
2026-07,HX-C0229,6,0,1,40763766,285,85000,1246767,239927,59981,52927,352835
2025-02,HX-C0230,6,0,1,5329082,285,85000,236878,51608,12902,11385,75895
2025-03,HX-C0230,6,0,1,5492286,285,85000,241530,52260,13065,11529,76854
2025-04,HX-C0230,6,0,1,5768038,285,85000,249389,53588,13397,11821,78806
2025-05,HX-C0230,6,0,1,5938251,285,85000,254240,54250,13562,11968,79780
2025-06,HX-C0230,6,0,1,6073562,285,85000,258096,54686,13671,12065,80422
2025-07,HX-C0230,6,0,1,6220448,285,85000,262282,55182,13795,12173,81150
2025-08,HX-C0230,6,0,1,6407442,285,85000,267612,55902,13975,12333,82210
2025-09,HX-C0230,6,0,1,6623004,285,85000,273755,56776,14194,12525,83495
2025-10,HX-C0230,6,0,1,6664163,285,85000,274928,56608,14152,12488,83248
2025-11,HX-C0230,6,0,1,6900799,285,85000,281672,57575,14393,12702,84670
2025-12,HX-C0230,6,0,1,7036301,285,85000,285534,57938,14484,12781,85203
2026-01,HX-C0230,6,0,1,7119621,285,85000,287909,57989,14497,12792,85278
2026-02,HX-C0230,6,0,1,7295738,285,85000,292928,58561,14640,12919,86120
2026-03,HX-C0230,6,0,1,7532366,285,85000,299672,59461,14865,13118,87444
2026-04,HX-C0230,6,0,1,7718571,285,85000,304979,60058,15014,13249,88321
2026-05,HX-C0230,6,0,1,7878356,285,85000,309533,60492,15123,13344,88959
2026-06,HX-C0230,6,0,1,8047086,285,85000,314341,60962,15240,13448,89650
2026-07,HX-C0230,6,0,1,8343619,285,85000,322793,62118,15529,13703,91350
2024-02,HX-C0231,2,0,1,50086071,285,85000,1512453,356672,89168,78678,524518
2024-03,HX-C0231,2,0,1,51451357,285,85000,1551363,363527,90881,80191,534599
2024-04,HX-C0231,2,0,1,51889114,285,85000,1563839,364111,91027,80320,535458
2024-05,HX-C0231,2,0,1,52168011,285,85000,1571788,363610,90902,80210,534722
2024-06,HX-C0231,2,0,1,54062370,285,85000,1625777,373668,93417,82427,549512
2024-07,HX-C0231,2,0,1,55451930,285,85000,1665380,380279,95069,83886,559234
2024-08,HX-C0231,2,0,1,55342369,285,85000,1662257,377079,94269,83180,554528
2024-09,HX-C0231,2,0,1,56501677,285,85000,1695297,382038,95509,84274,561821
2024-10,HX-C0231,2,0,1,58552279,285,85000,1753739,392584,98146,86600,577330
2024-11,HX-C0231,2,0,1,59153925,285,85000,1770886,393773,98443,86863,579079
2024-12,HX-C0231,2,0,1,60155664,285,85000,1799436,397430,99357,87669,584456
2025-01,HX-C0231,2,0,1,62923232,285,85000,1878312,412041,103010,90892,605943
2025-02,HX-C0231,2,0,1,65415570,285,85000,1949343,424706,106176,93687,624569
2025-03,HX-C0231,2,0,1,67634706,285,85000,2012589,435475,108868,96062,640405
2025-04,HX-C0231,2,0,1,70987859,285,85000,2108153,452999,113249,99928,666176
2025-05,HX-C0231,2,0,1,72206768,285,85000,2142892,457258,114314,100867,672439
2025-06,HX-C0231,2,0,1,74272482,285,85000,2201765,466526,116631,102912,686069
2025-07,HX-C0231,2,0,1,74449698,285,85000,2206816,464295,116073,102420,682788
2025-08,HX-C0231,2,0,1,78045036,285,85000,2309283,482399,120599,106413,709411
2025-09,HX-C0231,2,0,1,81280569,285,85000,2401496,498070,124517,109869,732456
2025-10,HX-C0231,2,0,1,83030499,285,85000,2451369,504746,126186,111342,742274
2025-11,HX-C0231,2,0,1,85377327,285,85000,2518253,514750,128687,113549,756986
2025-12,HX-C0231,2,0,1,87656664,285,85000,2583214,524165,131041,115625,770831
2026-01,HX-C0231,2,0,1,89653715,285,85000,2640130,531764,132941,117301,782006
2026-02,HX-C0231,2,0,1,94741124,285,85000,2785122,556801,139200,122824,818825
2026-03,HX-C0231,2,0,1,97164513,285,85000,2854188,566339,141584,124929,832852
2026-04,HX-C0231,2,0,1,99234150,285,85000,2913173,573684,143421,126549,843654
2026-05,HX-C0231,2,0,1,99218233,285,85000,2912719,569238,142309,125568,837115
2026-06,HX-C0231,2,0,1,101444840,285,85000,2976177,577187,144296,127322,848805
2026-07,HX-C0231,2,0,1,105923349,285,85000,3103815,597297,149324,131758,878379
2025-05,HX-C0232,7,0,1,7281520,285,85000,292523,62419,15604,13770,91793
2025-06,HX-C0232,7,0,1,7395003,285,85000,295757,62666,15666,13825,92157
2025-07,HX-C0232,7,0,1,7665749,285,85000,303473,63847,15961,14086,93894
2025-08,HX-C0232,7,0,1,7886484,285,85000,309764,64708,16177,14274,95159
2025-09,HX-C0232,7,0,1,7981254,285,85000,312465,64804,16201,14296,95301
2025-10,HX-C0232,7,0,1,7990016,285,85000,312715,64389,16097,14204,94690
2025-11,HX-C0232,7,0,1,8285598,285,85000,321139,65643,16410,14481,96534
2025-12,HX-C0232,7,0,1,8552211,285,85000,328738,66704,16676,14715,98095
2026-01,HX-C0232,7,0,1,8856325,285,85000,337405,67958,16989,14992,99939
2026-02,HX-C0232,7,0,1,8981335,285,85000,340968,68165,17041,15038,100244
2026-03,HX-C0232,7,0,1,9320735,285,85000,350640,69574,17393,15349,102316
2026-04,HX-C0232,7,0,1,9678582,285,85000,360839,71058,17764,15676,104498
2026-05,HX-C0232,7,0,1,9844188,285,85000,365559,71441,17860,15760,105061
2026-06,HX-C0232,7,0,1,10069930,285,85000,371993,72142,18035,15915,106092
2026-07,HX-C0232,7,0,1,10057822,285,85000,371647,71519,17879,15778,105176
2025-02,HX-C0233,6,0,1,21668059,285,85000,702539,153063,38265,33765,225093
2025-03,HX-C0233,6,0,1,22049594,285,85000,713413,154365,38591,34052,227008
2025-04,HX-C0233,6,0,1,22526856,285,85000,727015,156220,39055,34461,229736
2025-05,HX-C0233,6,0,1,22844374,285,85000,736064,157063,39265,34648,230976
2025-06,HX-C0233,6,0,1,23207301,285,85000,746408,158154,39538,34888,232580
2025-07,HX-C0233,6,0,1,23885023,285,85000,765723,161101,40275,35538,236914
2025-08,HX-C0233,6,0,1,24762524,285,85000,790731,165180,41295,36437,242912
2025-09,HX-C0233,6,0,1,25732891,285,85000,818387,169733,42433,37442,249608
2025-10,HX-C0233,6,0,1,26954502,285,85000,853203,175677,43919,38753,258349
2025-11,HX-C0233,6,0,1,27722291,285,85000,875085,178874,44718,39458,263050
2025-12,HX-C0233,6,0,1,27829809,285,85000,878149,178186,44546,39307,262039
2026-01,HX-C0233,6,0,1,28223501,285,85000,889369,179133,44783,39515,263431
2026-02,HX-C0233,6,0,1,28712190,285,85000,903297,180586,45146,39837,265569
2026-03,HX-C0233,6,0,1,29058895,285,85000,913178,181196,45299,39970,266465
2026-04,HX-C0233,6,0,1,30309629,285,85000,948824,186849,46712,41218,274779
2026-05,HX-C0233,6,0,1,31815074,285,85000,991729,193814,48453,42755,285022
2026-06,HX-C0233,6,0,1,32850860,285,85000,1021249,198056,49514,43690,291260
2026-07,HX-C0233,6,0,1,34124032,285,85000,1057534,203511,50877,44894,299282
2024-02,HX-C0234,2,0,1,45185887,285,85000,1372797,323737,80934,71414,476085
2024-03,HX-C0234,2,0,1,45956500,285,85000,1394760,326831,81707,72096,480634
2024-04,HX-C0234,2,0,1,47350353,285,85000,1434485,333993,83498,73676,491167
2024-05,HX-C0234,2,0,1,48520584,285,85000,1467836,339562,84890,74905,499357
2024-06,HX-C0234,2,0,1,49690339,285,85000,1501174,345029,86257,76110,507396
2024-07,HX-C0234,2,0,1,52070785,285,85000,1569017,358275,89568,79032,526875
2024-08,HX-C0234,2,0,1,52314132,285,85000,1575952,357501,89375,78861,525737
2024-09,HX-C0234,2,0,1,53581144,285,85000,1612062,363281,90820,80136,534237
2024-10,HX-C0234,2,0,1,54805891,285,85000,1646967,368683,92170,81328,542181
2024-11,HX-C0234,2,0,1,56765688,285,85000,1702822,378638,94659,83525,556822
2024-12,HX-C0234,2,0,1,58396463,285,85000,1749299,386356,96589,85227,568172
2025-01,HX-C0234,2,0,1,58828482,285,85000,1761611,386440,96610,85245,568295
2025-02,HX-C0234,2,0,1,60200038,285,85000,1800701,392321,98080,86543,576944
2025-03,HX-C0234,2,0,1,61701264,285,85000,1843486,398885,99721,87991,586597
2025-04,HX-C0234,2,0,1,62068012,285,85000,1853938,398373,99593,87878,585844
2025-05,HX-C0234,2,0,1,63120836,285,85000,1883943,402003,100500,88678,591181
2025-06,HX-C0234,2,0,1,65230674,285,85000,1944074,411925,102981,90867,605773
2025-07,HX-C0234,2,0,1,67213642,285,85000,2000588,420907,105226,92848,618981
2025-08,HX-C0234,2,0,1,69013606,285,85000,2051887,428630,107157,94552,630339
2025-09,HX-C0234,2,0,1,70204411,285,85000,2085825,432599,108149,95428,636176
2025-10,HX-C0234,2,0,1,73201458,285,85000,2171241,447066,111766,98619,657451
2025-11,HX-C0234,2,0,1,76552660,285,85000,2266750,463341,115835,102209,681385
2025-12,HX-C0234,2,0,1,78336143,285,85000,2317580,470264,117566,103735,691565
2026-01,HX-C0234,2,0,1,81158941,285,85000,2398029,483001,120750,106545,710296
2026-02,HX-C0234,2,0,1,82345259,285,85000,2431839,486172,121543,107245,714960
2026-03,HX-C0234,2,0,1,85267465,285,85000,2515122,499060,124765,110087,733912
2026-04,HX-C0234,2,0,1,86742094,285,85000,2557149,503574,125893,111083,740550
2026-05,HX-C0234,2,0,1,88924169,285,85000,2619338,511901,127975,112921,752797
2026-06,HX-C0234,2,0,1,91162447,285,85000,2683129,520355,130088,114785,765228
2026-07,HX-C0234,2,0,1,95374797,285,85000,2803181,539444,134861,118995,793300
2025-11,HX-C0235,9,0,1,88621392,285,85000,2610709,533649,133412,117718,784779
2025-12,HX-C0235,9,0,1,89807155,285,85000,2644503,536600,134150,118369,789119
2026-01,HX-C0235,9,0,1,93300197,285,85000,2744055,552696,138174,121919,812789
2026-02,HX-C0235,9,0,1,96547898,285,85000,2836615,567095,141773,125096,833964
2026-03,HX-C0235,9,0,1,100873912,285,85000,2959906,587316,146829,129555,863700
2026-04,HX-C0235,9,0,1,103199806,285,85000,3026194,595941,148985,131459,876385
2026-05,HX-C0235,9,0,1,105954479,285,85000,3104702,606757,151689,133845,892291
2026-06,HX-C0235,9,0,1,106795436,285,85000,3128669,606761,151690,133845,892296
2026-07,HX-C0235,9,0,1,109432996,285,85000,3203840,616546,154136,136004,906686
2025-11,HX-C0236,9,0,1,6334346,285,85000,265528,54275,13568,11974,79817
2025-12,HX-C0236,9,0,1,6495928,285,85000,270133,54812,13703,12092,80607
2026-01,HX-C0236,9,0,1,6533614,285,85000,271207,54625,13656,12050,80331
2026-02,HX-C0236,9,0,1,6649497,285,85000,274510,54879,13719,12107,80705
2026-03,HX-C0236,9,0,1,6765663,285,85000,277821,55126,13781,12161,81068
2026-04,HX-C0236,9,0,1,6988306,285,85000,284166,55959,13989,12346,82294
2026-05,HX-C0236,9,0,1,7215630,285,85000,290645,56801,14200,12530,83531
2026-06,HX-C0236,9,0,1,7411496,285,85000,296227,57448,14362,12673,84483
2026-07,HX-C0236,9,0,1,7494654,285,85000,298597,57461,14365,12676,84502
2025-08,HX-C0237,8,0,1,13610411,285,85000,472896,98785,24696,21792,145273
2025-09,HX-C0237,8,0,1,14022766,285,85000,484648,100515,25128,22174,147817
2025-10,HX-C0237,8,0,1,14490090,285,85000,497967,102533,25633,22618,150784
2025-11,HX-C0237,8,0,1,14983575,285,85000,512031,104662,26165,23089,153916
2025-12,HX-C0237,8,0,1,15450163,285,85000,525329,106595,26648,23515,156758
2026-01,HX-C0237,8,0,1,15843158,285,85000,536530,108065,27016,23839,158920
2026-02,HX-C0237,8,0,1,15871402,285,85000,537334,107423,26855,23698,157976
2026-03,HX-C0237,8,0,1,16490511,285,85000,554979,110120,27530,24292,161942
2026-04,HX-C0237,8,0,1,16690298,285,85000,560673,110411,27602,24357,162370
2026-05,HX-C0237,8,0,1,16936203,285,85000,567681,110942,27735,24474,163151
2026-06,HX-C0237,8,0,1,17170260,285,85000,574352,111387,27846,24572,163805
2026-07,HX-C0237,8,0,1,17740555,285,85000,590605,113655,28413,25073,167141
2026-02,HX-C0238,10,0,1,18156641,285,85000,602464,120444,30111,26569,177124
2026-03,HX-C0238,10,0,1,18616712,285,85000,615576,122145,30536,26944,179625
2026-04,HX-C0238,10,0,1,18682994,285,85000,617465,121595,30398,26824,178817
2026-05,HX-C0238,10,0,1,18960359,285,85000,625370,122217,30554,26960,179731
2026-06,HX-C0238,10,0,1,20134389,285,85000,658830,127770,31942,28186,187898
2026-07,HX-C0238,10,0,1,20898247,285,85000,680600,130974,32743,28892,192609
2024-11,HX-C0239,5,0,1,41975331,285,85000,1281296,284908,71227,62848,418983
2024-12,HX-C0239,5,0,1,43719510,285,85000,1331006,293970,73492,64848,432310
2025-01,HX-C0239,5,0,1,44244034,285,85000,1345954,295258,73814,65132,434204
2025-02,HX-C0239,5,0,1,44959179,285,85000,1366336,297686,74421,65667,437774
2025-03,HX-C0239,5,0,1,46459396,285,85000,1409092,304893,76223,67257,448373
2025-04,HX-C0239,5,0,1,47807530,285,85000,1447514,311041,77760,68613,457414
2025-05,HX-C0239,5,0,1,49209137,285,85000,1487460,317399,79349,70016,466764
2025-06,HX-C0239,5,0,1,50510763,285,85000,1524556,323034,80758,71259,475051
2025-07,HX-C0239,5,0,1,51295326,285,85000,1546916,325458,81364,71793,478615
2025-08,HX-C0239,5,0,1,53129527,285,85000,1599191,334064,83516,73691,491271
2025-09,HX-C0239,5,0,1,55698638,285,85000,1672411,346857,86714,76514,510085
2025-10,HX-C0239,5,0,1,57528478,285,85000,1724561,355093,88773,78331,522197
2025-11,HX-C0239,5,0,1,58936905,285,85000,1764701,360718,90179,79572,530469
2025-12,HX-C0239,5,0,1,60491657,285,85000,1809012,367070,91767,80972,539809
2026-01,HX-C0239,5,0,1,61525608,285,85000,1838479,370298,92574,81685,544557
2026-02,HX-C0239,5,0,1,63193051,285,85000,1886001,377049,94262,83173,554484
2026-03,HX-C0239,5,0,1,65032043,285,85000,1938413,384627,96156,84845,565628
2026-04,HX-C0239,5,0,1,66062027,285,85000,1967767,387508,96877,85480,569865
2026-05,HX-C0239,5,0,1,68756703,285,85000,2044566,399573,99893,88142,587608
2026-06,HX-C0239,5,0,1,70147586,285,85000,2084206,404202,101050,89163,594415
2026-07,HX-C0239,5,0,1,71689909,285,85000,2128162,409542,102385,90342,602269
2023-11,HX-C0240,1,0,1,18405549,285,85000,609558,146483,36620,32314,215417
2023-12,HX-C0240,1,0,1,18548922,285,85000,613644,146547,36636,32328,215511
2024-01,HX-C0240,1,0,1,18979733,285,85000,625922,148543,37135,32768,218446
2024-02,HX-C0240,1,0,1,19636396,285,85000,644637,152020,38005,33535,223560
2024-03,HX-C0240,1,0,1,19965841,285,85000,654026,153256,38314,33807,225377
2024-04,HX-C0240,1,0,1,20490650,285,85000,668983,155760,38940,34359,229059
2024-05,HX-C0240,1,0,1,21476622,285,85000,697083,161259,40314,35574,237147
2024-06,HX-C0240,1,0,1,22373264,285,85000,722638,166090,41522,36639,244251
2024-07,HX-C0240,1,0,1,22298514,285,85000,720507,164523,41130,36293,241946
2024-08,HX-C0240,1,0,1,22739502,285,85000,733075,166296,41574,36683,244553
2024-09,HX-C0240,1,0,1,23464379,285,85000,753734,169855,42463,37469,249787
2024-10,HX-C0240,1,0,1,23800216,285,85000,763306,170870,42717,37693,251280
2024-11,HX-C0240,1,0,1,24411299,285,85000,780722,173601,43400,38295,255296
2024-12,HX-C0240,1,0,1,24989481,285,85000,797200,176072,44018,38840,258930
2025-01,HX-C0240,1,0,1,25662457,285,85000,816380,179087,44771,39506,263364
2025-02,HX-C0240,1,0,1,26323266,285,85000,835213,181969,45492,40141,267602
2025-03,HX-C0240,1,0,1,27064316,285,85000,856333,185289,46322,40874,272485
2025-04,HX-C0240,1,0,1,27687826,285,85000,874103,187826,46956,41434,276216
2025-05,HX-C0240,1,0,1,28476000,285,85000,896566,191312,47828,42202,281342
2025-06,HX-C0240,1,0,1,29106382,285,85000,914531,193777,48444,42746,284967
2025-07,HX-C0240,1,0,1,29807358,285,85000,934509,196613,49153,43371,289137
2025-08,HX-C0240,1,0,1,30576977,285,85000,956443,199796,49949,44074,293819
2025-09,HX-C0240,1,0,1,30891968,285,85000,965421,200228,50057,44168,294453
2025-10,HX-C0240,1,0,1,31774693,285,85000,990578,203963,50990,44994,299947
