opportunity_id,observation_index,stage
HX-O0142,4,1
HX-O0142,5,1
HX-O0142,6,1
HX-O0142,7,2
HX-O0142,8,2
HX-O0142,9,2
HX-O0142,10,2
HX-O0142,11,2
HX-O0142,12,2
HX-O0142,13,3
HX-O0142,14,3
HX-O0142,15,3
HX-O0142,16,3
HX-O0142,17,3
HX-O0142,18,3
HX-O0143,1,1
HX-O0143,2,1
HX-O0143,3,1
HX-O0143,4,1
HX-O0143,5,1
HX-O0143,6,1
HX-O0143,7,1
HX-O0143,8,1
HX-O0143,9,1
HX-O0143,10,2
HX-O0143,11,2
HX-O0143,12,2
HX-O0143,13,2
HX-O0143,14,2
HX-O0143,15,2
HX-O0143,16,2
HX-O0143,17,2
HX-O0143,18,2
HX-O0144,1,1
HX-O0144,2,1
HX-O0144,3,1
HX-O0144,4,1
HX-O0144,5,1
HX-O0144,6,1
HX-O0144,7,2
HX-O0144,8,2
HX-O0144,9,2
HX-O0144,10,2
HX-O0144,11,2
HX-O0144,12,2
HX-O0144,13,3
HX-O0144,14,3
HX-O0144,15,3
HX-O0144,16,3
HX-O0144,17,3
HX-O0144,18,3
HX-O0145,1,1
HX-O0145,2,1
HX-O0145,3,1
HX-O0145,4,1
HX-O0145,5,1
HX-O0145,6,1
HX-O0145,7,1
HX-O0145,8,1
HX-O0145,9,1
HX-O0145,10,2
HX-O0145,11,2
HX-O0145,12,2
HX-O0145,13,2
HX-O0145,14,2
HX-O0145,15,2
HX-O0145,16,2
HX-O0145,17,2
HX-O0145,18,2
HX-O0146,1,1
HX-O0146,2,1
HX-O0146,3,1
HX-O0146,4,1
HX-O0146,5,1
HX-O0146,6,1
HX-O0146,7,1
HX-O0146,8,1
HX-O0146,9,1
HX-O0146,10,2
HX-O0146,11,2
HX-O0146,12,2
HX-O0146,13,2
HX-O0146,14,2
HX-O0146,15,2
HX-O0146,16,2
HX-O0146,17,2
HX-O0146,18,2
HX-O0147,1,1
HX-O0147,2,1
HX-O0147,3,1
HX-O0147,4,1
HX-O0147,5,1
HX-O0147,6,1
HX-O0147,7,1
HX-O0147,8,1
HX-O0147,9,1
HX-O0147,10,1
HX-O0147,11,1
HX-O0147,12,1
HX-O0147,13,1
HX-O0147,14,1
HX-O0147,15,1
HX-O0147,16,1
HX-O0147,17,1
HX-O0147,18,1
HX-O0148,1,1
HX-O0148,2,1
HX-O0148,3,1
HX-O0148,4,1
HX-O0148,5,1
HX-O0148,6,1
HX-O0148,7,2
HX-O0148,8,2
HX-O0148,9,2
HX-O0148,10,2
HX-O0148,11,2
HX-O0148,12,2
HX-O0148,13,3
HX-O0148,14,3
HX-O0148,15,3
HX-O0148,16,3
HX-O0148,17,3
HX-O0148,18,3
HX-O0149,1,1
HX-O0149,2,1
HX-O0149,3,1
HX-O0149,4,1
HX-O0149,5,1
HX-O0149,6,1
HX-O0149,7,2
HX-O0149,8,2
HX-O0149,9,2
HX-O0149,10,2
HX-O0149,11,2
HX-O0149,12,2
HX-O0149,13,3
HX-O0149,14,3
HX-O0149,15,3
HX-O0149,16,3
HX-O0149,17,3
HX-O0149,18,3
HX-O0150,1,1
HX-O0150,2,1
HX-O0150,3,1
HX-O0150,4,1
HX-O0150,5,1
HX-O0150,6,2
HX-O0150,7,2
HX-O0150,8,2
HX-O0150,9,2
HX-O0150,10,3
HX-O0150,11,3
HX-O0150,12,3
HX-O0150,13,3
HX-O0150,14,3
HX-O0150,15,4
HX-O0150,16,4
HX-O0150,17,4
HX-O0150,18,4
HX-O0151,1,1
HX-O0151,2,1
HX-O0151,3,1
HX-O0151,4,1
HX-O0151,5,2
HX-O0151,6,2
HX-O0151,7,2
HX-O0151,8,2
HX-O0151,9,3
HX-O0151,10,3
HX-O0151,11,3
HX-O0151,12,4
HX-O0151,13,4
HX-O0151,14,4
HX-O0151,15,4
HX-O0151,16,5
HX-O0151,17,5
HX-O0151,18,5
HX-O0152,1,1
HX-O0152,2,1
HX-O0152,3,1
HX-O0152,4,1
HX-O0152,5,1
HX-O0152,6,2
HX-O0152,7,2
HX-O0152,8,2
HX-O0152,9,2
HX-O0152,10,3
HX-O0152,11,3
HX-O0152,12,3
HX-O0152,13,3
HX-O0152,14,3
HX-O0152,15,4
HX-O0152,16,4
HX-O0152,17,4
HX-O0152,18,4
HX-O0153,1,1
HX-O0153,2,1
HX-O0153,3,1
HX-O0153,4,1
HX-O0153,5,2
HX-O0153,6,2
HX-O0153,7,2
HX-O0153,8,2
HX-O0153,9,3
HX-O0153,10,3
HX-O0153,11,3
HX-O0153,12,4
HX-O0153,13,4
HX-O0153,14,4
HX-O0153,15,4
HX-O0153,16,5
HX-O0153,17,5
HX-O0153,18,5
HX-O0154,1,1
HX-O0154,2,1
HX-O0154,3,1
HX-O0154,4,1
HX-O0154,5,1
HX-O0154,6,1
HX-O0154,7,2
HX-O0154,8,2
HX-O0154,9,2
HX-O0154,10,2
HX-O0154,11,2
HX-O0154,12,2
HX-O0154,13,3
HX-O0154,14,3
HX-O0154,15,3
HX-O0154,16,3
HX-O0154,17,3
HX-O0154,18,3
HX-O0155,1,1
HX-O0155,2,1
HX-O0155,3,1
HX-O0155,4,1
HX-O0155,5,1
HX-O0155,6,1
HX-O0155,7,1
HX-O0155,8,1
HX-O0155,9,1
HX-O0155,10,1
HX-O0155,11,1
HX-O0155,12,1
HX-O0155,13,1
HX-O0155,14,1
HX-O0155,15,1
HX-O0155,16,1
HX-O0155,17,1
HX-O0155,18,1
HX-O0156,1,1
HX-O0156,2,1
HX-O0156,3,1
HX-O0156,4,1
HX-O0156,5,1
HX-O0156,6,1
HX-O0156,7,2
HX-O0156,8,2
HX-O0156,9,2
HX-O0156,10,2
HX-O0156,11,2
HX-O0156,12,2
HX-O0156,13,3
HX-O0156,14,3
HX-O0156,15,3
HX-O0156,16,3
HX-O0156,17,3
HX-O0156,18,3
HX-O0157,1,1
HX-O0157,2,1
HX-O0157,3,1
HX-O0157,4,1
HX-O0157,5,1
HX-O0157,6,1
HX-O0157,7,1
HX-O0157,8,1
HX-O0157,9,1
HX-O0157,10,1
HX-O0157,11,1
HX-O0157,12,1
HX-O0157,13,1
HX-O0157,14,1
HX-O0157,15,1
HX-O0157,16,1
HX-O0157,17,1
HX-O0157,18,1
HX-O0158,1,1
HX-O0158,2,1
HX-O0158,3,1
HX-O0158,4,1
HX-O0158,5,1
HX-O0158,6,1
HX-O0158,7,2
HX-O0158,8,2
HX-O0158,9,2
HX-O0158,10,2
HX-O0158,11,2
HX-O0158,12,2
HX-O0158,13,3
HX-O0158,14,3
HX-O0158,15,3
HX-O0158,16,3
HX-O0158,17,3
HX-O0158,18,3
HX-O0159,1,1
HX-O0159,2,1
HX-O0159,3,1
HX-O0159,4,1
HX-O0159,5,1
HX-O0159,6,1
HX-O0159,7,2
HX-O0159,8,2
HX-O0159,9,2
HX-O0159,10,2
HX-O0159,11,2
HX-O0159,12,2
HX-O0159,13,3
HX-O0159,14,3
HX-O0159,15,3
HX-O0159,16,3
HX-O0159,17,3
HX-O0159,18,3
HX-O0160,1,1
HX-O0160,2,1
HX-O0160,3,1
HX-O0160,4,1
HX-O0160,5,2
HX-O0160,6,2
HX-O0160,7,2
HX-O0160,8,2
HX-O0160,9,3
HX-O0160,10,3
HX-O0160,11,3
HX-O0160,12,4
HX-O0160,13,4
HX-O0160,14,4
HX-O0160,15,4
HX-O0160,16,5
HX-O0160,17,5
HX-O0160,18,5
HX-O0161,1,1
HX-O0161,2,1
HX-O0161,3,1
HX-O0161,4,1
HX-O0161,5,1
HX-O0161,6,1
HX-O0161,7,1
HX-O0161,8,1
HX-O0161,9,1
HX-O0161,10,2
HX-O0161,11,2
HX-O0161,12,2
HX-O0161,13,2
HX-O0161,14,2
HX-O0161,15,2
HX-O0161,16,2
HX-O0161,17,2
HX-O0161,18,2
HX-O0162,1,1
HX-O0162,2,1
HX-O0162,3,1
HX-O0162,4,1
HX-O0162,5,1
HX-O0162,6,2
HX-O0162,7,2
HX-O0162,8,2
HX-O0162,9,2
HX-O0162,10,3
HX-O0162,11,3
HX-O0162,12,3
HX-O0162,13,3
HX-O0162,14,3
HX-O0162,15,4
HX-O0162,16,4
HX-O0162,17,4
HX-O0162,18,4
HX-O0163,1,1
HX-O0163,2,1
HX-O0163,3,1
HX-O0163,4,1
HX-O0163,5,1
HX-O0163,6,1
HX-O0163,7,1
HX-O0163,8,1
HX-O0163,9,1
HX-O0163,10,1
HX-O0163,11,1
HX-O0163,12,1
HX-O0163,13,1
HX-O0163,14,1
HX-O0163,15,1
HX-O0163,16,1
HX-O0163,17,1
HX-O0163,18,1
HX-O0164,1,1
HX-O0164,2,1
HX-O0164,3,1
HX-O0164,4,1
HX-O0164,5,2
HX-O0164,6,2
HX-O0164,7,2
HX-O0164,8,2
HX-O0164,9,3
HX-O0164,10,3
HX-O0164,11,3
HX-O0164,12,4
HX-O0164,13,4
HX-O0164,14,4
HX-O0164,15,4
HX-O0164,16,5
HX-O0164,17,5
HX-O0164,18,5
HX-O0165,1,1
HX-O0165,2,1
HX-O0165,3,1
HX-O0165,4,1
HX-O0165,5,1
HX-O0165,6,1
HX-O0165,7,1
HX-O0165,8,1
HX-O0165,9,1
HX-O0165,10,1
HX-O0165,11,1
HX-O0165,12,1
HX-O0165,13,1
HX-O0165,14,1
HX-O0165,15,1
HX-O0165,16,1
HX-O0165,17,1
HX-O0165,18,1
HX-O0166,1,1
HX-O0166,2,1
HX-O0166,3,1
HX-O0166,4,1
HX-O0166,5,1
HX-O0166,6,1
HX-O0166,7,1
HX-O0166,8,1
HX-O0166,9,1
HX-O0166,10,1
HX-O0166,11,1
HX-O0166,12,1
HX-O0166,13,1
HX-O0166,14,1
HX-O0166,15,1
HX-O0166,16,1
HX-O0166,17,1
HX-O0166,18,1
HX-O0167,1,1
HX-O0167,2,1
HX-O0167,3,1
HX-O0167,4,1
HX-O0167,5,1
HX-O0167,6,1
HX-O0167,7,2
HX-O0167,8,2
HX-O0167,9,2
HX-O0167,10,2
HX-O0167,11,2
HX-O0167,12,2
HX-O0167,13,3
HX-O0167,14,3
HX-O0167,15,3
HX-O0167,16,3
HX-O0167,17,3
HX-O0167,18,3
HX-O0168,1,1
HX-O0168,2,1
HX-O0168,3,1
HX-O0168,4,1
HX-O0168,5,1
HX-O0168,6,1
HX-O0168,7,1
HX-O0168,8,1
HX-O0168,9,1
HX-O0168,10,1
HX-O0168,11,1
HX-O0168,12,1
HX-O0168,13,1
HX-O0168,14,1
HX-O0168,15,1
HX-O0168,16,1
HX-O0168,17,1
HX-O0168,18,1
HX-O0169,1,1
HX-O0169,2,1
HX-O0169,3,1
HX-O0169,4,1
HX-O0169,5,2
HX-O0169,6,2
HX-O0169,7,2
HX-O0169,8,2
HX-O0169,9,3
HX-O0169,10,3
HX-O0169,11,3
HX-O0169,12,4
HX-O0169,13,4
HX-O0169,14,4
HX-O0169,15,4
HX-O0169,16,5
HX-O0169,17,5
HX-O0169,18,5
HX-O0170,1,1
HX-O0170,2,1
HX-O0170,3,1
HX-O0170,4,1
HX-O0170,5,2
HX-O0170,6,2
HX-O0170,7,2
HX-O0170,8,2
HX-O0170,9,3
HX-O0170,10,3
HX-O0170,11,3
HX-O0170,12,4
HX-O0170,13,4
HX-O0170,14,4
HX-O0170,15,4
HX-O0170,16,5
HX-O0170,17,5
HX-O0170,18,5
HX-O0171,1,1
HX-O0171,2,1
HX-O0171,3,1
HX-O0171,4,1
HX-O0171,5,1
HX-O0171,6,1
HX-O0171,7,1
HX-O0171,8,1
HX-O0171,9,1
HX-O0171,10,1
HX-O0171,11,1
HX-O0171,12,1
HX-O0171,13,1
HX-O0171,14,1
HX-O0171,15,1
HX-O0171,16,1
HX-O0171,17,1
HX-O0171,18,1
HX-O0172,1,1
HX-O0172,2,1
HX-O0172,3,1
HX-O0172,4,1
HX-O0172,5,2
HX-O0172,6,2
HX-O0172,7,2
HX-O0172,8,2
HX-O0172,9,3
HX-O0172,10,3
HX-O0172,11,3
HX-O0172,12,4
HX-O0172,13,4
HX-O0172,14,4
HX-O0172,15,4
HX-O0172,16,5
HX-O0172,17,5
HX-O0172,18,5
HX-O0173,1,1
HX-O0173,2,1
HX-O0173,3,1
HX-O0173,4,1
HX-O0173,5,1
HX-O0173,6,1
HX-O0173,7,1
HX-O0173,8,1
HX-O0173,9,1
HX-O0173,10,1
HX-O0173,11,1
HX-O0173,12,1
HX-O0173,13,1
HX-O0173,14,1
HX-O0173,15,1
HX-O0173,16,1
HX-O0173,17,1
HX-O0173,18,1
HX-O0174,1,1
HX-O0174,2,1
HX-O0174,3,1
HX-O0174,4,1
HX-O0174,5,1
HX-O0174,6,1
HX-O0174,7,1
HX-O0174,8,1
HX-O0174,9,1
HX-O0174,10,1
HX-O0174,11,1
HX-O0174,12,1
HX-O0174,13,1
HX-O0174,14,1
HX-O0174,15,1
HX-O0174,16,1
HX-O0174,17,1
HX-O0174,18,1
HX-O0175,1,1
HX-O0175,2,1
HX-O0175,3,1
HX-O0175,4,1
HX-O0175,5,1
HX-O0175,6,2
HX-O0175,7,2
HX-O0175,8,2
HX-O0175,9,2
HX-O0175,10,3
HX-O0175,11,3
HX-O0175,12,3
HX-O0175,13,3
HX-O0175,14,3
HX-O0175,15,4
HX-O0175,16,4
HX-O0175,17,4
HX-O0175,18,4
HX-O0176,1,1
HX-O0176,2,1
HX-O0176,3,1
HX-O0176,4,1
HX-O0176,5,1
HX-O0176,6,2
HX-O0176,7,2
HX-O0176,8,2
HX-O0176,9,2
HX-O0176,10,3
HX-O0176,11,3
HX-O0176,12,3
HX-O0176,13,3
HX-O0176,14,3
HX-O0176,15,4
HX-O0176,16,4
HX-O0176,17,4
HX-O0176,18,4
HX-O0177,1,1
HX-O0177,2,1
HX-O0177,3,1
HX-O0177,4,1
HX-O0177,5,1
HX-O0177,6,1
HX-O0177,7,2
HX-O0177,8,2
HX-O0177,9,2
HX-O0177,10,2
HX-O0177,11,2
HX-O0177,12,2
HX-O0177,13,3
HX-O0177,14,3
HX-O0177,15,3
HX-O0177,16,3
HX-O0177,17,3
HX-O0177,18,3
HX-O0178,1,1
HX-O0178,2,1
HX-O0178,3,1
HX-O0178,4,1
HX-O0178,5,2
HX-O0178,6,2
HX-O0178,7,2
HX-O0178,8,2
HX-O0178,9,3
HX-O0178,10,3
HX-O0178,11,3
HX-O0178,12,4
HX-O0178,13,4
HX-O0178,14,4
HX-O0178,15,4
HX-O0178,16,5
HX-O0178,17,5
HX-O0178,18,5
HX-O0179,1,1
HX-O0179,2,1
HX-O0179,3,1
HX-O0179,4,1
HX-O0179,5,1
HX-O0179,6,1
HX-O0179,7,1
HX-O0179,8,1
HX-O0179,9,1
HX-O0179,10,1
HX-O0179,11,1
HX-O0179,12,1
HX-O0179,13,1
HX-O0179,14,1
HX-O0179,15,1
HX-O0179,16,1
HX-O0179,17,1
HX-O0179,18,1
HX-O0180,1,1
HX-O0180,2,1
HX-O0180,3,1
HX-O0180,4,1
HX-O0180,5,1
HX-O0180,6,1
HX-O0180,7,1
HX-O0180,8,1
HX-O0180,9,1
HX-O0180,10,2
HX-O0180,11,2
HX-O0180,12,2
HX-O0180,13,2
HX-O0180,14,2
HX-O0180,15,2
HX-O0180,16,2
HX-O0180,17,2
HX-O0180,18,2
HX-O0181,1,1
HX-O0181,2,1
HX-O0181,3,1
HX-O0181,4,1
HX-O0181,5,2
HX-O0181,6,2
HX-O0181,7,2
HX-O0181,8,2
HX-O0181,9,3
HX-O0181,10,3
HX-O0181,11,3
HX-O0181,12,4
HX-O0181,13,4
HX-O0181,14,4
HX-O0181,15,4
HX-O0181,16,5
HX-O0181,17,5
HX-O0181,18,5
HX-O0182,1,1
HX-O0182,2,1
HX-O0182,3,1
HX-O0182,4,1
HX-O0182,5,2
HX-O0182,6,2
HX-O0182,7,2
HX-O0182,8,2
HX-O0182,9,3
HX-O0182,10,3
HX-O0182,11,3
HX-O0182,12,4
HX-O0182,13,4
HX-O0182,14,4
HX-O0182,15,4
HX-O0182,16,5
HX-O0182,17,5
HX-O0182,18,5
HX-O0183,1,1
HX-O0183,2,1
HX-O0183,3,1
HX-O0183,4,1
HX-O0183,5,2
HX-O0183,6,2
HX-O0183,7,2
HX-O0183,8,2
HX-O0183,9,3
HX-O0183,10,3
HX-O0183,11,3
HX-O0183,12,4
HX-O0183,13,4
HX-O0183,14,4
HX-O0183,15,4
HX-O0183,16,5
HX-O0183,17,5
HX-O0183,18,5
HX-O0184,1,1
HX-O0184,2,1
HX-O0184,3,1
HX-O0184,4,1
HX-O0184,5,1
HX-O0184,6,1
HX-O0184,7,1
HX-O0184,8,1
HX-O0184,9,1
HX-O0184,10,1
HX-O0184,11,1
HX-O0184,12,1
HX-O0184,13,1
HX-O0184,14,1
HX-O0184,15,1
HX-O0184,16,1
HX-O0184,17,1
HX-O0184,18,1
HX-O0185,1,1
HX-O0185,2,1
HX-O0185,3,1
HX-O0185,4,1
HX-O0185,5,1
HX-O0185,6,1
HX-O0185,7,1
HX-O0185,8,1
HX-O0185,9,1
HX-O0185,10,2
HX-O0185,11,2
HX-O0185,12,2
HX-O0185,13,2
HX-O0185,14,2
HX-O0185,15,2
HX-O0185,16,2
HX-O0185,17,2
HX-O0185,18,2
HX-O0186,1,1
HX-O0186,2,1
HX-O0186,3,1
HX-O0186,4,1
HX-O0186,5,1
HX-O0186,6,2
HX-O0186,7,2
HX-O0186,8,2
HX-O0186,9,2
HX-O0186,10,3
HX-O0186,11,3
HX-O0186,12,3
HX-O0186,13,3
HX-O0186,14,3
HX-O0186,15,4
HX-O0186,16,4
HX-O0186,17,4
HX-O0186,18,4
HX-O0187,1,1
HX-O0187,2,1
HX-O0187,3,1
HX-O0187,4,1
HX-O0187,5,1
HX-O0187,6,1
HX-O0187,7,1
HX-O0187,8,1
HX-O0187,9,1
HX-O0187,10,2
HX-O0187,11,2
HX-O0187,12,2
HX-O0187,13,2
HX-O0187,14,2
HX-O0187,15,2
HX-O0187,16,2
HX-O0187,17,2
HX-O0187,18,2
HX-O0188,1,1
HX-O0188,2,1
HX-O0188,3,1
HX-O0188,4,1
HX-O0188,5,1
HX-O0188,6,1
HX-O0188,7,1
HX-O0188,8,1
HX-O0188,9,1
HX-O0188,10,1
HX-O0188,11,1
HX-O0188,12,1
HX-O0188,13,1
HX-O0188,14,1
HX-O0188,15,1
HX-O0188,16,1
HX-O0188,17,1
HX-O0188,18,1
HX-O0189,1,1
HX-O0189,2,1
HX-O0189,3,1
HX-O0189,4,1
HX-O0189,5,1
HX-O0189,6,1
HX-O0189,7,1
HX-O0189,8,1
HX-O0189,9,1
HX-O0189,10,1
HX-O0189,11,1
HX-O0189,12,1
HX-O0189,13,1
HX-O0189,14,1
HX-O0189,15,1
HX-O0189,16,1
HX-O0189,17,1
HX-O0189,18,1
HX-O0190,1,1
HX-O0190,2,1
HX-O0190,3,1
HX-O0190,4,1
HX-O0190,5,1
HX-O0190,6,2
HX-O0190,7,2
HX-O0190,8,2
HX-O0190,9,2
HX-O0190,10,3
HX-O0190,11,3
HX-O0190,12,3
HX-O0190,13,3
HX-O0190,14,3
HX-O0190,15,4
HX-O0190,16,4
HX-O0190,17,4
HX-O0190,18,4
HX-O0191,1,1
HX-O0191,2,1
HX-O0191,3,1
HX-O0191,4,1
HX-O0191,5,2
HX-O0191,6,2
HX-O0191,7,2
HX-O0191,8,2
HX-O0191,9,3
HX-O0191,10,3
HX-O0191,11,3
HX-O0191,12,4
HX-O0191,13,4
HX-O0191,14,4
HX-O0191,15,4
HX-O0191,16,5
HX-O0191,17,5
HX-O0191,18,5
HX-O0192,1,1
HX-O0192,2,1
HX-O0192,3,1
HX-O0192,4,1
HX-O0192,5,1
HX-O0192,6,1
HX-O0192,7,1
HX-O0192,8,1
HX-O0192,9,1
HX-O0192,10,1
HX-O0192,11,1
HX-O0192,12,1
HX-O0192,13,1
HX-O0192,14,1
HX-O0192,15,1
HX-O0192,16,1
HX-O0192,17,1
HX-O0192,18,1
HX-O0193,1,1
HX-O0193,2,1
HX-O0193,3,1
HX-O0193,4,1
HX-O0193,5,1
HX-O0193,6,2
HX-O0193,7,2
HX-O0193,8,2
HX-O0193,9,2
HX-O0193,10,3
HX-O0193,11,3
HX-O0193,12,3
HX-O0193,13,3
HX-O0193,14,3
HX-O0193,15,4
HX-O0193,16,4
HX-O0193,17,4
HX-O0193,18,4
HX-O0194,1,1
HX-O0194,2,1
HX-O0194,3,1
HX-O0194,4,1
HX-O0194,5,1
HX-O0194,6,1
HX-O0194,7,2
HX-O0194,8,2
HX-O0194,9,2
HX-O0194,10,2
HX-O0194,11,2
HX-O0194,12,2
HX-O0194,13,3
HX-O0194,14,3
HX-O0194,15,3
HX-O0194,16,3
HX-O0194,17,3
HX-O0194,18,3
HX-O0195,1,1
HX-O0195,2,1
HX-O0195,3,1
HX-O0195,4,1
HX-O0195,5,2
HX-O0195,6,2
HX-O0195,7,2
HX-O0195,8,2
HX-O0195,9,3
HX-O0195,10,3
HX-O0195,11,3
HX-O0195,12,4
HX-O0195,13,4
HX-O0195,14,4
HX-O0195,15,4
HX-O0195,16,5
HX-O0195,17,5
HX-O0195,18,5
HX-O0196,1,1
HX-O0196,2,1
HX-O0196,3,1
HX-O0196,4,1
HX-O0196,5,1
HX-O0196,6,1
HX-O0196,7,2
HX-O0196,8,2
HX-O0196,9,2
HX-O0196,10,2
HX-O0196,11,2
HX-O0196,12,2
HX-O0196,13,3
HX-O0196,14,3
HX-O0196,15,3
HX-O0196,16,3
HX-O0196,17,3
HX-O0196,18,3
HX-O0197,1,1
HX-O0197,2,1
HX-O0197,3,1
HX-O0197,4,1
HX-O0197,5,1
HX-O0197,6,1
HX-O0197,7,2
HX-O0197,8,2
HX-O0197,9,2
HX-O0197,10,2
HX-O0197,11,2
HX-O0197,12,2
HX-O0197,13,3
HX-O0197,14,3
HX-O0197,15,3
HX-O0197,16,3
HX-O0197,17,3
HX-O0197,18,3
HX-O0198,1,1
HX-O0198,2,1
HX-O0198,3,1
HX-O0198,4,1
HX-O0198,5,2
HX-O0198,6,2
HX-O0198,7,2
HX-O0198,8,2
HX-O0198,9,3
HX-O0198,10,3
HX-O0198,11,3
HX-O0198,12,4
HX-O0198,13,4
HX-O0198,14,4
HX-O0198,15,4
HX-O0198,16,5
HX-O0198,17,5
HX-O0198,18,5
HX-O0199,1,1
HX-O0199,2,1
HX-O0199,3,1
HX-O0199,4,1
HX-O0199,5,1
HX-O0199,6,2
HX-O0199,7,2
HX-O0199,8,2
HX-O0199,9,2
HX-O0199,10,3
HX-O0199,11,3
HX-O0199,12,3
HX-O0199,13,3
HX-O0199,14,3
HX-O0199,15,4
HX-O0199,16,4
HX-O0199,17,4
HX-O0199,18,4
HX-O0200,1,1
HX-O0200,2,1
HX-O0200,3,1
HX-O0200,4,1
HX-O0200,5,2
HX-O0200,6,2
HX-O0200,7,2
HX-O0200,8,2
HX-O0200,9,3
HX-O0200,10,3
HX-O0200,11,3
HX-O0200,12,4
HX-O0200,13,4
HX-O0200,14,4
HX-O0200,15,4
HX-O0200,16,5
HX-O0200,17,5
HX-O0200,18,5
HX-O0201,1,1
HX-O0201,2,1
HX-O0201,3,1
HX-O0201,4,1
HX-O0201,5,2
HX-O0201,6,2
HX-O0201,7,2
HX-O0201,8,2
HX-O0201,9,3
HX-O0201,10,3
HX-O0201,11,3
HX-O0201,12,4
HX-O0201,13,4
HX-O0201,14,4
HX-O0201,15,4
HX-O0201,16,5
HX-O0201,17,5
HX-O0201,18,5
HX-O0202,1,1
HX-O0202,2,1
HX-O0202,3,1
HX-O0202,4,1
HX-O0202,5,2
HX-O0202,6,2
HX-O0202,7,2
HX-O0202,8,2
HX-O0202,9,3
HX-O0202,10,3
HX-O0202,11,3
HX-O0202,12,4
HX-O0202,13,4
HX-O0202,14,4
HX-O0202,15,4
HX-O0202,16,5
HX-O0202,17,5
HX-O0202,18,5
HX-O0203,1,1
HX-O0203,2,1
HX-O0203,3,1
HX-O0203,4,1
HX-O0203,5,1
HX-O0203,6,1
HX-O0203,7,2
HX-O0203,8,2
HX-O0203,9,2
HX-O0203,10,2
HX-O0203,11,2
HX-O0203,12,2
HX-O0203,13,3
HX-O0203,14,3
HX-O0203,15,3
HX-O0203,16,3
HX-O0203,17,3
HX-O0203,18,3
HX-O0204,1,1
HX-O0204,2,1
HX-O0204,3,1
HX-O0204,4,1
HX-O0204,5,1
HX-O0204,6,1
HX-O0204,7,1
HX-O0204,8,1
HX-O0204,9,1
HX-O0204,10,2
HX-O0204,11,2
HX-O0204,12,2
HX-O0204,13,2
HX-O0204,14,2
HX-O0204,15,2
HX-O0204,16,2
HX-O0204,17,2
HX-O0204,18,2
HX-O0205,1,1
HX-O0205,2,1
HX-O0205,3,1
HX-O0205,4,1
HX-O0205,5,1
HX-O0205,6,1
HX-O0205,7,2
HX-O0205,8,2
HX-O0205,9,2
HX-O0205,10,2
HX-O0205,11,2
HX-O0205,12,2
HX-O0205,13,3
HX-O0205,14,3
HX-O0205,15,3
HX-O0205,16,3
HX-O0205,17,3
HX-O0205,18,3
HX-O0206,1,1
HX-O0206,2,1
HX-O0206,3,1
HX-O0206,4,1
HX-O0206,5,1
HX-O0206,6,1
HX-O0206,7,2
HX-O0206,8,2
HX-O0206,9,2
HX-O0206,10,2
HX-O0206,11,2
HX-O0206,12,2
HX-O0206,13,3
HX-O0206,14,3
HX-O0206,15,3
HX-O0206,16,3
HX-O0206,17,3
HX-O0206,18,3
HX-O0207,1,1
HX-O0207,2,1
HX-O0207,3,1
HX-O0207,4,1
HX-O0207,5,1
HX-O0207,6,2
HX-O0207,7,2
HX-O0207,8,2
HX-O0207,9,2
HX-O0207,10,3
HX-O0207,11,3
HX-O0207,12,3
HX-O0207,13,3
HX-O0207,14,3
HX-O0207,15,4
HX-O0207,16,4
HX-O0207,17,4
HX-O0207,18,4
HX-O0208,1,1
HX-O0208,2,1
HX-O0208,3,1
HX-O0208,4,1
HX-O0208,5,1
HX-O0208,6,1
HX-O0208,7,1
HX-O0208,8,1
HX-O0208,9,1
HX-O0208,10,2
HX-O0208,11,2
HX-O0208,12,2
HX-O0208,13,2
HX-O0208,14,2
HX-O0208,15,2
HX-O0208,16,2
HX-O0208,17,2
HX-O0208,18,2
HX-O0209,1,1
HX-O0209,2,1
HX-O0209,3,1
HX-O0209,4,1
HX-O0209,5,1
HX-O0209,6,1
HX-O0209,7,2
HX-O0209,8,2
HX-O0209,9,2
HX-O0209,10,2
HX-O0209,11,2
HX-O0209,12,2
HX-O0209,13,3
HX-O0209,14,3
HX-O0209,15,3
HX-O0209,16,3
HX-O0209,17,3
HX-O0209,18,3
HX-O0210,1,1
HX-O0210,2,1
HX-O0210,3,1
HX-O0210,4,1
HX-O0210,5,1
HX-O0210,6,1
HX-O0210,7,1
HX-O0210,8,1
HX-O0210,9,1
HX-O0210,10,1
HX-O0210,11,1
HX-O0210,12,1
HX-O0210,13,1
HX-O0210,14,1
HX-O0210,15,1
HX-O0210,16,1
HX-O0210,17,1
HX-O0210,18,1
HX-O0211,1,1
HX-O0211,2,1
HX-O0211,3,1
HX-O0211,4,1
HX-O0211,5,1
HX-O0211,6,2
HX-O0211,7,2
HX-O0211,8,2
HX-O0211,9,2
HX-O0211,10,3
HX-O0211,11,3
HX-O0211,12,3
HX-O0211,13,3
HX-O0211,14,3
HX-O0211,15,4
HX-O0211,16,4
HX-O0211,17,4
HX-O0211,18,4
HX-O0212,1,1
HX-O0212,2,1
HX-O0212,3,1
HX-O0212,4,1
HX-O0212,5,1
HX-O0212,6,1
HX-O0212,7,1
HX-O0212,8,1
HX-O0212,9,1
HX-O0212,10,1
HX-O0212,11,1
HX-O0212,12,1
HX-O0212,13,1
HX-O0212,14,1
