entity_id,parent_id,segment,start_month,contract_term_months,cancellation_for_convenience,base_mrr_cents
AG-E0885,AG-P037,Public sector,2022-06,24,true,673034
AG-E0886,AG-P052,Upper mid-market,2021-11,12,false,293325
AG-E0887,AG-P041,Mid-market,2023-08,24,false,184197
AG-E0888,AG-P045,Mid-market,2021-08,24,false,407933
AG-E0889,AG-P110,Upper mid-market,2022-04,24,false,956035
AG-E0890,AG-P112,Upper mid-market,2022-05,24,false,149292
AG-E0891,AG-P081,Enterprise,2021-08,12,false,654389
AG-E0892,AG-P069,Mid-market,2022-05,12,false,269303
AG-E0893,AG-P094,Upper mid-market,2022-12,12,false,119226
AG-E0894,AG-P072,Public sector,2023-07,36,false,419764
AG-E0895,AG-P134,Enterprise,2022-10,24,false,145534
AG-E0896,AG-P094,Upper mid-market,2021-12,24,false,119301
AG-E0897,AG-P084,Public sector,2022-03,36,false,551836
AG-E0898,AG-P023,Upper mid-market,2022-06,12,false,415690
AG-E0899,AG-P024,Mid-market,2023-07,12,false,446649
AG-E0900,AG-P094,Mid-market,2021-10,24,false,234212
AG-E0901,AG-P007,Mid-market,2022-07,24,false,482453
AG-E0902,AG-P140,Mid-market,2021-08,12,true,245348
AG-E0903,AG-P014,Public sector,2022-08,24,false,294240
AG-E0904,AG-P015,Mid-market,2022-06,36,false,660542
AG-E0905,AG-P188,Upper mid-market,2023-02,36,false,491507
AG-E0906,AG-P003,Mid-market,2022-06,24,false,190514
AG-E0907,AG-P148,Mid-market,2023-05,36,false,160684
AG-E0908,AG-P012,Mid-market,2022-03,24,false,539908
AG-E0909,AG-P078,Enterprise,2022-12,24,false,91584
AG-E0910,AG-P206,Mid-market,2021-11,24,false,564546
AG-E0911,AG-P056,Mid-market,2021-08,24,false,794806
AG-E0912,AG-P113,Enterprise,2022-10,36,false,606739
AG-E0913,AG-P107,Upper mid-market,2021-10,12,false,276892
AG-E0914,AG-P111,Enterprise,2022-02,24,false,239982
AG-E0915,AG-P029,Mid-market,2022-08,24,false,219477
AG-E0916,AG-P041,Enterprise,2021-12,36,false,264388
AG-E0917,AG-P091,Mid-market,2021-08,36,false,143788
AG-E0918,AG-P045,Mid-market,2023-07,36,false,401610
AG-E0919,AG-P086,Upper mid-market,2022-03,24,true,682376
AG-E0920,AG-P031,Mid-market,2023-05,12,false,546322
AG-E0921,AG-P040,Public sector,2021-11,24,false,252529
AG-E0922,AG-P158,Mid-market,2023-05,24,false,280713
AG-E0923,AG-P212,Upper mid-market,2021-10,12,false,176408
AG-E0924,AG-P028,Enterprise,2021-08,12,false,400212
AG-E0925,AG-P040,Upper mid-market,2022-04,24,false,467233
AG-E0926,AG-P030,Mid-market,2023-05,24,false,180140
AG-E0927,AG-P109,Upper mid-market,2023-01,24,false,214145
AG-E0928,AG-P133,Public sector,2022-12,36,false,330302
AG-E0929,AG-P067,Public sector,2022-01,12,false,559880
AG-E0930,AG-P125,Enterprise,2022-02,24,false,210270
AG-E0931,AG-P084,Mid-market,2021-09,24,false,113209
AG-E0932,AG-P077,Mid-market,2023-08,12,false,272574
AG-E0933,AG-P024,Enterprise,2022-10,24,false,169703
AG-E0934,AG-P054,Enterprise,2022-09,24,false,673631
AG-E0935,AG-P190,Mid-market,2023-02,12,false,533544
AG-E0936,AG-P068,Enterprise,2023-08,36,true,496022
AG-E0937,AG-P093,Public sector,2022-03,24,false,178914
AG-E0938,AG-P194,Public sector,2023-07,36,false,391574
AG-E0939,AG-P029,Public sector,2021-11,24,false,461353
AG-E0940,AG-P192,Mid-market,2022-07,24,false,198922
AG-E0941,AG-P114,Mid-market,2022-09,24,false,242481
AG-E0942,AG-P093,Enterprise,2022-08,24,false,471756
AG-E0943,AG-P028,Public sector,2022-10,12,false,536384
AG-E0944,AG-P007,Public sector,2022-03,24,false,520014
AG-E0945,AG-P129,Enterprise,2023-08,24,false,1243029
AG-E0946,AG-P082,Upper mid-market,2023-04,36,false,888817
AG-E0947,AG-P164,Mid-market,2022-06,24,false,261957
AG-E0948,AG-P053,Mid-market,2022-10,24,false,857696
AG-E0949,AG-P213,Public sector,2022-01,36,false,298105
AG-E0950,AG-P083,Mid-market,2022-08,12,false,140254
AG-E0951,AG-P106,Public sector,2022-03,24,false,201570
AG-E0952,AG-P034,Upper mid-market,2022-02,36,false,343456
AG-E0953,AG-P025,Public sector,2022-07,12,true,260862
AG-E0954,AG-P014,Upper mid-market,2022-06,36,false,581574
AG-E0955,AG-P047,Upper mid-market,2022-03,36,false,400276
AG-E0956,AG-P161,Mid-market,2022-05,36,false,122172
AG-E0957,AG-P024,Public sector,2022-07,12,false,461487
AG-E0958,AG-P024,Enterprise,2022-02,12,false,344128
AG-E0959,AG-P053,Enterprise,2022-09,24,false,399584
AG-E0960,AG-P102,Upper mid-market,2021-10,24,false,431723
AG-E0961,AG-P062,Public sector,2022-02,36,false,2113652
AG-E0962,AG-P122,Mid-market,2022-12,36,false,392715
AG-E0963,AG-P029,Upper mid-market,2022-01,36,false,278427
AG-E0964,AG-P002,Public sector,2023-04,36,false,380451
AG-E0965,AG-P053,Upper mid-market,2021-12,24,false,223324
AG-E0966,AG-P029,Upper mid-market,2022-05,24,false,501977
AG-E0967,AG-P085,Mid-market,2023-08,24,false,521821
AG-E0968,AG-P093,Mid-market,2022-07,24,false,191679
AG-E0969,AG-P210,Upper mid-market,2021-08,24,false,230151
AG-E0970,AG-P197,Upper mid-market,2023-01,24,true,314387
AG-E0971,AG-P126,Upper mid-market,2023-05,24,false,270856
AG-E0972,AG-P140,Mid-market,2023-02,24,false,282462
AG-E0973,AG-P188,Enterprise,2023-02,24,false,789766
AG-E0974,AG-P062,Upper mid-market,2023-05,12,false,281659
AG-E0975,AG-P112,Upper mid-market,2023-03,36,false,290982
AG-E0976,AG-P086,Upper mid-market,2023-06,24,false,377476
AG-E0977,AG-P028,Enterprise,2023-02,24,false,89453
AG-E0978,AG-P144,Mid-market,2022-03,36,false,146043
AG-E0979,AG-P209,Public sector,2022-03,24,false,427165
AG-E0980,AG-P009,Upper mid-market,2021-08,24,false,410291
AG-E0981,AG-P094,Upper mid-market,2023-08,24,false,1307446
AG-E0982,AG-P028,Public sector,2022-08,36,false,163648
AG-E0983,AG-P052,Mid-market,2022-05,24,false,303915
AG-E0984,AG-P128,Mid-market,2022-05,36,false,168659
AG-E0985,AG-P037,Enterprise,2023-05,36,false,526882
AG-E0986,AG-P061,Mid-market,2022-02,36,false,350932
AG-E0987,AG-P058,Upper mid-market,2021-08,24,true,1150828
AG-E0988,AG-P194,Enterprise,2022-11,36,false,281129
AG-E0989,AG-P029,Mid-market,2023-02,24,false,368518
AG-E0990,AG-P093,Public sector,2022-01,12,false,269839
AG-E0991,AG-P029,Upper mid-market,2022-10,12,false,923754
AG-E0992,AG-P195,Mid-market,2022-08,36,false,265805
AG-E0993,AG-P190,Mid-market,2023-08,24,false,328266
AG-E0994,AG-P145,Enterprise,2023-02,24,false,363047
AG-E0995,AG-P023,Mid-market,2021-08,24,false,225635
AG-E0996,AG-P058,Mid-market,2021-12,24,false,162541
AG-E0997,AG-P218,Upper mid-market,2023-03,24,false,201298
AG-E0998,AG-P078,Enterprise,2023-03,24,false,94021
AG-E0999,AG-P040,Enterprise,2023-02,36,false,287827
AG-E1000,AG-P012,Mid-market,2021-09,24,false,533309
AG-E1001,AG-P093,Upper mid-market,2022-09,24,false,1468836
AG-E1002,AG-P027,Mid-market,2022-02,12,false,318669
AG-E1003,AG-P093,Enterprise,2023-01,36,false,153297
AG-E1004,AG-P016,Public sector,2021-12,24,true,311545
AG-E1005,AG-P112,Mid-market,2023-02,36,false,379304
AG-E1006,AG-P050,Mid-market,2023-06,24,false,569478
AG-E1007,AG-P062,Public sector,2021-10,36,false,139367
AG-E1008,AG-P105,Public sector,2023-01,36,false,217765
AG-E1009,AG-P016,Enterprise,2022-12,24,false,284355
AG-E1010,AG-P040,Upper mid-market,2022-06,36,false,314773
AG-E1011,AG-P023,Upper mid-market,2023-08,24,false,642139
AG-E1012,AG-P102,Mid-market,2021-11,12,false,636108
AG-E1013,AG-P066,Mid-market,2023-07,24,false,326421
AG-E1014,AG-P120,Upper mid-market,2023-06,12,false,209122
AG-E1015,AG-P045,Mid-market,2022-12,36,false,868284
AG-E1016,AG-P045,Upper mid-market,2022-07,36,false,1507672
AG-E1017,AG-P137,Upper mid-market,2022-09,24,false,413713
AG-E1018,AG-P034,Public sector,2022-03,12,false,217612
AG-E1019,AG-P079,Upper mid-market,2023-06,24,false,206722
AG-E1020,AG-P125,Mid-market,2023-04,36,false,303917
AG-E1021,AG-P198,Enterprise,2022-06,24,true,679325
AG-E1022,AG-P174,Enterprise,2021-08,24,false,85000
AG-E1023,AG-P002,Mid-market,2022-08,24,false,594518
AG-E1024,AG-P106,Upper mid-market,2022-03,24,false,838872
AG-E1025,AG-P072,Upper mid-market,2021-11,36,false,163120
AG-E1026,AG-P079,Upper mid-market,2023-05,12,false,839490
AG-E1027,AG-P160,Mid-market,2022-01,24,false,99547
AG-E1028,AG-P006,Enterprise,2022-12,24,false,382363
AG-E1029,AG-P158,Public sector,2022-07,12,false,386299
AG-E1030,AG-P158,Enterprise,2022-01,12,false,229059
AG-E1031,AG-P121,Upper mid-market,2022-09,36,false,292904
AG-E1032,AG-P084,Mid-market,2023-08,36,false,95060
AG-E1033,AG-P133,Enterprise,2022-11,24,false,798949
AG-E1034,AG-P210,Upper mid-market,2022-06,24,false,258723
AG-E1035,AG-P069,Public sector,2023-04,36,false,818937
AG-E1036,AG-P206,Mid-market,2022-01,24,false,250495
AG-E1037,AG-P031,Public sector,2023-06,24,false,481431
AG-E1038,AG-P113,Mid-market,2022-08,24,true,174502
AG-E1039,AG-P050,Upper mid-market,2022-05,12,false,90098
AG-E1040,AG-P158,Upper mid-market,2023-05,12,false,147208
AG-E1041,AG-P024,Mid-market,2023-04,24,false,348586
AG-E1042,AG-P003,Public sector,2021-10,36,false,198294
AG-E1043,AG-P091,Public sector,2022-10,36,false,381289
AG-E1044,AG-P112,Mid-market,2022-01,36,false,108078
AG-E1045,AG-P010,Mid-market,2021-11,36,false,619067
AG-E1046,AG-P089,Enterprise,2021-08,24,false,229308
AG-E1047,AG-P148,Enterprise,2022-05,24,false,306530
AG-E1048,AG-P007,Upper mid-market,2022-04,36,false,232711
AG-E1049,AG-P004,Mid-market,2023-08,24,false,347407
AG-E1050,AG-P114,Mid-market,2022-09,12,false,275319
AG-E1051,AG-P128,Mid-market,2023-02,36,false,222123
AG-E1052,AG-P091,Upper mid-market,2022-01,24,false,344692
AG-E1053,AG-P008,Enterprise,2022-09,36,false,216165
AG-E1054,AG-P184,Public sector,2022-03,12,false,558059
AG-E1055,AG-P109,Enterprise,2021-08,12,true,269945
AG-E1056,AG-P145,Mid-market,2022-04,36,false,239964
AG-E1057,AG-P049,Mid-market,2022-10,24,false,278608
AG-E1058,AG-P140,Public sector,2022-08,24,false,619335
AG-E1059,AG-P162,Upper mid-market,2022-10,36,false,161508
AG-E1060,AG-P219,Mid-market,2022-07,12,false,483067
AG-E1061,AG-P063,Mid-market,2022-02,24,false,85000
AG-E1062,AG-P078,Public sector,2021-12,24,false,280907
AG-E1063,AG-P073,Mid-market,2022-09,36,false,507464
AG-E1064,AG-P002,Mid-market,2022-12,36,false,962743
AG-E1065,AG-P094,Public sector,2022-09,12,false,289080
AG-E1066,AG-P093,Upper mid-market,2022-06,24,false,163941
AG-E1067,AG-P015,Mid-market,2022-11,12,false,282314
AG-E1068,AG-P198,Upper mid-market,2022-01,12,false,871332
AG-E1069,AG-P089,Enterprise,2023-07,24,false,85000
AG-E1070,AG-P080,Upper mid-market,2022-01,36,false,618405
AG-E1071,AG-P182,Upper mid-market,2022-07,24,false,691005
AG-E1072,AG-P041,Upper mid-market,2022-11,24,true,207958
AG-E1073,AG-P008,Mid-market,2022-12,24,false,293849
AG-E1074,AG-P063,Mid-market,2022-08,24,false,517719
AG-E1075,AG-P095,Mid-market,2022-05,24,false,167437
AG-E1076,AG-P047,Mid-market,2023-04,24,false,445316
AG-E1077,AG-P210,Upper mid-market,2023-05,24,false,218068
AG-E1078,AG-P213,Public sector,2022-07,24,false,452990
AG-E1079,AG-P072,Mid-market,2023-02,36,false,432079
AG-E1080,AG-P089,Upper mid-market,2022-01,36,false,231507
AG-E1081,AG-P029,Mid-market,2023-03,12,false,679067
AG-E1082,AG-P047,Upper mid-market,2023-03,36,false,510857
AG-E1083,AG-P045,Upper mid-market,2022-07,24,false,336568
AG-E1084,AG-P028,Upper mid-market,2022-03,36,false,315717
AG-E1085,AG-P184,Mid-market,2022-03,24,false,218838
AG-E1086,AG-P024,Mid-market,2022-12,24,false,372458
AG-E1087,AG-P035,Upper mid-market,2022-02,24,false,348879
AG-E1088,AG-P072,Upper mid-market,2021-08,12,false,305139
AG-E1089,AG-P069,Mid-market,2022-01,24,true,999669
AG-E1090,AG-P127,Upper mid-market,2022-08,24,false,428125
AG-E1091,AG-P158,Enterprise,2022-02,24,false,228376
AG-E1092,AG-P010,Upper mid-market,2023-03,24,false,303392
AG-E1093,AG-P045,Mid-market,2022-07,24,false,250636
AG-E1094,AG-P163,Upper mid-market,2022-10,24,false,273500
AG-E1095,AG-P011,Enterprise,2022-05,36,false,369018
AG-E1096,AG-P004,Upper mid-market,2022-05,24,false,366936
AG-E1097,AG-P113,Enterprise,2022-04,36,false,306254
AG-E1098,AG-P105,Mid-market,2022-10,24,false,421013
AG-E1099,AG-P126,Mid-market,2023-01,36,false,292425
AG-E1100,AG-P116,Mid-market,2023-06,24,false,523883
AG-E1101,AG-P008,Mid-market,2022-04,24,false,384393
AG-E1102,AG-P184,Upper mid-market,2023-04,24,false,309103
AG-E1103,AG-P095,Upper mid-market,2023-02,36,false,197481
AG-E1104,AG-P064,Mid-market,2021-09,36,false,246960
AG-E1105,AG-P106,Public sector,2022-12,24,false,372424
AG-E1106,AG-P115,Upper mid-market,2023-07,24,true,230185
AG-E1107,AG-P055,Mid-market,2022-11,12,false,670912
AG-E1108,AG-P091,Upper mid-market,2022-12,24,false,278586
AG-E1109,AG-P079,Enterprise,2021-09,36,false,92744
AG-E1110,AG-P106,Enterprise,2023-02,24,false,396276
AG-E1111,AG-P080,Mid-market,2021-08,24,false,135865
AG-E1112,AG-P078,Mid-market,2021-09,12,false,190043
AG-E1113,AG-P004,Mid-market,2023-08,12,false,269266
AG-E1114,AG-P148,Enterprise,2021-09,12,false,666027
AG-E1115,AG-P015,Mid-market,2023-03,24,false,692084
AG-E1116,AG-P072,Upper mid-market,2022-04,12,false,252069
AG-E1117,AG-P129,Upper mid-market,2022-06,36,false,85000
AG-E1118,AG-P165,Enterprise,2021-12,12,false,608779
AG-E1119,AG-P016,Mid-market,2022-03,12,false,127303
AG-E1120,AG-P006,Mid-market,2022-02,36,false,181837
AG-E1121,AG-P174,Public sector,2023-02,24,false,433481
AG-E1122,AG-P007,Upper mid-market,2022-08,36,false,486801
AG-E1123,AG-P006,Mid-market,2023-01,36,true,296881
AG-E1124,AG-P210,Upper mid-market,2023-03,12,false,169851
AG-E1125,AG-P053,Upper mid-market,2023-07,24,false,179264
AG-E1126,AG-P199,Mid-market,2022-01,12,false,504158
AG-E1127,AG-P079,Mid-market,2022-10,36,false,113072
AG-E1128,AG-P102,Public sector,2023-02,12,false,183470
AG-E1129,AG-P177,Enterprise,2022-05,24,false,667045
AG-E1130,AG-P183,Mid-market,2023-01,24,false,265933
AG-E1131,AG-P087,Public sector,2022-10,36,false,309100
AG-E1132,AG-P092,Mid-market,2022-07,36,false,186602
AG-E1133,AG-P062,Mid-market,2023-03,36,false,119300
AG-E1134,AG-P010,Mid-market,2022-02,24,false,559976
AG-E1135,AG-P026,Public sector,2021-12,24,false,442238
AG-E1136,AG-P044,Mid-market,2023-04,24,false,102664
AG-E1137,AG-P093,Enterprise,2022-04,24,false,301527
AG-E1138,AG-P092,Mid-market,2021-10,24,false,373004
AG-E1139,AG-P144,Public sector,2021-09,36,false,237991
AG-E1140,AG-P217,Mid-market,2022-09,36,true,912407
AG-E1141,AG-P083,Upper mid-market,2023-04,24,false,85000
AG-E1142,AG-P021,Public sector,2023-08,24,false,153211
AG-E1143,AG-P106,Upper mid-market,2021-11,24,false,727364
AG-E1144,AG-P093,Upper mid-market,2023-06,12,false,254589
AG-E1145,AG-P198,Enterprise,2022-07,36,false,451016
AG-E1146,AG-P080,Mid-market,2023-05,24,false,331073
AG-E1147,AG-P086,Mid-market,2022-06,36,false,218471
AG-E1148,AG-P067,Enterprise,2023-04,24,false,379765
AG-E1149,AG-P056,Upper mid-market,2023-04,24,false,470450
AG-E1150,AG-P041,Upper mid-market,2021-11,24,false,544185
AG-E1151,AG-P190,Mid-market,2022-09,24,false,237823
AG-E1152,AG-P117,Upper mid-market,2023-02,36,false,230992
AG-E1153,AG-P024,Mid-market,2023-07,12,false,88622
AG-E1154,AG-P184,Public sector,2023-06,12,false,348564
AG-E1155,AG-P026,Public sector,2021-10,36,false,496747
AG-E1156,AG-P065,Mid-market,2023-01,36,false,133038
AG-E1157,AG-P029,Enterprise,2023-01,24,true,507272
AG-E1158,AG-P010,Upper mid-market,2022-09,36,false,495544
AG-E1159,AG-P138,Upper mid-market,2022-06,36,false,246607
AG-E1160,AG-P088,Upper mid-market,2023-03,12,false,89989
AG-E1161,AG-P052,Enterprise,2023-06,36,false,476761
AG-E1162,AG-P078,Upper mid-market,2023-02,36,false,102196
AG-E1163,AG-P198,Upper mid-market,2022-11,24,false,359075
AG-E1164,AG-P038,Upper mid-market,2021-12,24,false,303737
AG-E1165,AG-P012,Upper mid-market,2023-02,36,false,141721
AG-E1166,AG-P004,Mid-market,2023-06,36,false,121928
AG-E1167,AG-P173,Public sector,2022-06,36,false,261205
AG-E1168,AG-P140,Upper mid-market,2023-07,24,false,243974
AG-E1169,AG-P173,Mid-market,2022-07,12,false,199510
AG-E1170,AG-P212,Upper mid-market,2022-09,36,false,328105
AG-E1171,AG-P198,Public sector,2022-09,36,false,734461
AG-E1172,AG-P041,Upper mid-market,2022-06,24,false,140348
AG-E1173,AG-P027,Mid-market,2023-07,12,false,333569
AG-E1174,AG-P045,Mid-market,2022-07,24,true,497640
AG-E1175,AG-P053,Enterprise,2022-11,36,false,310268
AG-E1176,AG-P072,Public sector,2022-03,24,false,638757
AG-E1177,AG-P107,Mid-market,2021-09,36,false,128608
AG-E1178,AG-P086,Upper mid-market,2023-08,24,false,411119
AG-E1179,AG-P049,Upper mid-market,2021-10,24,false,304084
AG-E1180,AG-P086,Public sector,2022-10,24,false,95680
AG-E1181,AG-P040,Upper mid-market,2022-08,36,false,262397
AG-E1182,AG-P004,Enterprise,2021-11,36,false,288208
AG-E1183,AG-P006,Mid-market,2023-04,24,false,728939
AG-E1184,AG-P033,Upper mid-market,2022-01,36,false,376250
AG-E1185,AG-P146,Mid-market,2022-02,24,false,85000
AG-E1186,AG-P014,Enterprise,2021-09,36,false,208348
AG-E1187,AG-P119,Public sector,2021-08,24,false,496715
AG-E1188,AG-P134,Mid-market,2022-02,24,false,675881
AG-E1189,AG-P004,Upper mid-market,2022-12,24,false,306794
AG-E1190,AG-P051,Mid-market,2021-09,24,false,500356
AG-E1191,AG-P106,Upper mid-market,2022-07,36,true,85000
AG-E1192,AG-P017,Enterprise,2022-10,24,false,446752
AG-E1193,AG-P021,Public sector,2021-11,24,false,279285
AG-E1194,AG-P218,Mid-market,2022-06,12,false,349595
AG-E1195,AG-P056,Enterprise,2022-05,24,false,483146
AG-E1196,AG-P061,Mid-market,2022-09,24,false,206185
AG-E1197,AG-P050,Enterprise,2021-12,24,false,329533
AG-E1198,AG-P072,Upper mid-market,2021-09,24,false,167681
AG-E1199,AG-P064,Mid-market,2022-09,24,false,330791
AG-E1200,AG-P084,Public sector,2022-03,24,false,141957
AG-E1201,AG-P089,Mid-market,2023-06,12,false,295295
AG-E1202,AG-P210,Mid-market,2022-02,24,false,340968
AG-E1203,AG-P125,Public sector,2022-08,12,false,287989
AG-E1204,AG-P062,Upper mid-market,2023-06,12,false,303612
AG-E1205,AG-P119,Enterprise,2022-01,36,false,431954
AG-E1206,AG-P080,Public sector,2023-05,12,false,154015
AG-E1207,AG-P033,Enterprise,2021-12,24,false,229817
AG-E1208,AG-P100,Upper mid-market,2022-08,36,true,253176
AG-E1209,AG-P106,Enterprise,2023-05,24,false,737130
AG-E1210,AG-P163,Public sector,2022-09,12,false,198809
AG-E1211,AG-P004,Public sector,2023-06,24,false,480209
AG-E1212,AG-P219,Mid-market,2023-01,36,false,91596
AG-E1213,AG-P017,Mid-market,2021-08,24,false,164791
AG-E1214,AG-P094,Public sector,2022-02,24,false,226302
AG-E1215,AG-P107,Public sector,2023-04,36,false,232273
AG-E1216,AG-P102,Upper mid-market,2023-03,36,false,312526
AG-E1217,AG-P120,Mid-market,2021-12,24,false,90477
AG-E1218,AG-P106,Upper mid-market,2022-12,36,false,415932
AG-E1219,AG-P080,Upper mid-market,2022-06,24,false,164337
AG-E1220,AG-P210,Enterprise,2022-02,12,false,198486
AG-E1221,AG-P024,Enterprise,2021-10,36,false,209190
AG-E1222,AG-P078,Enterprise,2023-01,24,false,227269
AG-E1223,AG-P040,Public sector,2022-05,12,false,257229
AG-E1224,AG-P217,Public sector,2022-05,36,false,162928
AG-E1225,AG-P160,Public sector,2022-05,36,true,1709580
AG-E1226,AG-P065,Enterprise,2023-05,36,false,527472
AG-E1227,AG-P024,Upper mid-market,2022-12,24,false,156954
AG-E1228,AG-P078,Mid-market,2021-08,24,false,149449
AG-E1229,AG-P105,Enterprise,2022-12,24,false,288968
AG-E1230,AG-P139,Upper mid-market,2023-02,36,false,150331
AG-E1231,AG-P087,Public sector,2022-04,36,false,589999
AG-E1232,AG-P024,Upper mid-market,2023-08,36,false,175222
AG-E1233,AG-P119,Upper mid-market,2021-08,24,false,288249
AG-E1234,AG-P078,Upper mid-market,2022-10,12,false,250949
AG-E1235,AG-P049,Public sector,2023-05,24,false,165286
AG-E1236,AG-P161,Enterprise,2023-07,12,false,159473
AG-E1237,AG-P027,Upper mid-market,2022-09,12,false,214565
AG-E1238,AG-P090,Upper mid-market,2021-09,12,false,296213
AG-E1239,AG-P121,Public sector,2021-11,24,false,312805
AG-E1240,AG-P093,Public sector,2022-06,24,false,191329
AG-E1241,AG-P055,Enterprise,2022-01,12,false,1398626
AG-E1242,AG-P091,Enterprise,2022-07,24,true,194966
AG-E1243,AG-P023,Enterprise,2023-06,12,false,485433
AG-E1244,AG-P029,Upper mid-market,2021-08,24,false,414434
AG-E1245,AG-P005,Enterprise,2022-11,36,false,580885
AG-E1246,AG-P061,Public sector,2023-07,24,false,1486932
AG-E1247,AG-P158,Mid-market,2022-05,24,false,362915
AG-E1248,AG-P035,Enterprise,2022-06,24,false,346390
AG-E1249,AG-P126,Enterprise,2023-08,36,false,171103
AG-E1250,AG-P064,Mid-market,2022-03,12,false,322615
AG-E1251,AG-P052,Enterprise,2022-12,24,false,425000
AG-E1252,AG-P218,Mid-market,2021-09,24,false,596209
AG-E1253,AG-P035,Public sector,2023-01,24,false,352876
AG-E1254,AG-P058,Upper mid-market,2023-08,24,false,98566
AG-E1255,AG-P037,Public sector,2023-06,12,false,342770
AG-E1256,AG-P114,Upper mid-market,2022-10,12,false,340339
AG-E1257,AG-P035,Mid-market,2021-09,24,false,90609
AG-E1258,AG-P165,Public sector,2023-08,24,false,830260
AG-E1259,AG-P178,Mid-market,2023-01,24,true,404639
AG-E1260,AG-P160,Enterprise,2023-03,12,false,232917
AG-E1261,AG-P185,Mid-market,2023-02,24,false,238635
AG-E1262,AG-P084,Mid-market,2021-08,36,false,1030212
AG-E1263,AG-P013,Public sector,2021-12,12,false,274365
AG-E1264,AG-P078,Upper mid-market,2022-11,36,false,290954
AG-E1265,AG-P023,Public sector,2022-06,36,false,783103
AG-E1266,AG-P028,Upper mid-market,2021-12,24,false,162972
AG-E1267,AG-P010,Mid-market,2021-12,36,false,847662
AG-E1268,AG-P062,Mid-market,2021-12,24,false,541555
AG-E1269,AG-P080,Upper mid-market,2023-04,36,false,410790
AG-E1270,AG-P002,Enterprise,2023-03,36,false,227129
AG-E1271,AG-P141,Upper mid-market,2022-10,24,false,404974
AG-E1272,AG-P190,Upper mid-market,2022-05,12,false,444033
AG-E1273,AG-P007,Public sector,2023-06,12,false,473981
AG-E1274,AG-P162,Public sector,2022-03,24,false,85000
AG-E1275,AG-P054,Public sector,2022-04,12,false,85000
AG-E1276,AG-P104,Enterprise,2022-01,12,true,288020
AG-E1277,AG-P049,Enterprise,2021-12,24,false,378337
AG-E1278,AG-P169,Public sector,2022-04,12,false,308844
AG-E1279,AG-P023,Enterprise,2022-08,12,false,458049
AG-E1280,AG-P024,Public sector,2022-01,36,false,323610
AG-E1281,AG-P141,Mid-market,2023-03,36,false,365172
AG-E1282,AG-P107,Enterprise,2023-03,12,false,329396
AG-E1283,AG-P184,Mid-market,2022-09,24,false,208470
AG-E1284,AG-P163,Upper mid-market,2023-02,24,false,85000
AG-E1285,AG-P007,Upper mid-market,2022-08,24,false,293819
AG-E1286,AG-P090,Enterprise,2023-06,12,false,492771
AG-E1287,AG-P119,Upper mid-market,2023-08,12,false,286470
AG-E1288,AG-P090,Mid-market,2022-08,24,false,268992
AG-E1289,AG-P079,Mid-market,2023-02,36,false,149236
AG-E1290,AG-P023,Mid-market,2021-11,36,false,327365
AG-E1291,AG-P165,Enterprise,2021-10,36,false,374070
AG-E1292,AG-P102,Enterprise,2022-06,36,false,142979
AG-E1293,AG-P105,Upper mid-market,2023-08,36,true,834142
AG-E1294,AG-P031,Mid-market,2023-06,24,false,263758
AG-E1295,AG-P006,Mid-market,2021-12,36,false,141040
AG-E1296,AG-P112,Upper mid-market,2021-10,24,false,1240960
AG-E1297,AG-P024,Upper mid-market,2022-12,36,false,329627
AG-E1298,AG-P053,Upper mid-market,2023-01,24,false,142904
AG-E1299,AG-P113,Public sector,2022-06,12,false,702645
AG-E1300,AG-P001,Mid-market,2022-06,24,false,325100
AG-E1301,AG-P112,Upper mid-market,2022-09,36,false,546110
AG-E1302,AG-P045,Enterprise,2023-07,36,false,455875
AG-E1303,AG-P094,Mid-market,2022-11,12,false,232143
AG-E1304,AG-P004,Public sector,2022-01,12,false,297655
AG-E1305,AG-P050,Mid-market,2021-11,24,false,170326
AG-E1306,AG-P020,Mid-market,2022-06,24,false,441790
AG-E1307,AG-P016,Upper mid-market,2022-07,24,false,154963
AG-E1308,AG-P112,Mid-market,2021-08,24,false,152412
AG-E1309,AG-P045,Upper mid-market,2021-10,24,false,529949
AG-E1310,AG-P102,Enterprise,2023-03,24,true,214716
AG-E1311,AG-P126,Mid-market,2023-02,24,false,90923
AG-E1312,AG-P126,Public sector,2022-01,36,false,155840
AG-E1313,AG-P093,Upper mid-market,2022-01,36,false,1228676
AG-E1314,AG-P129,Enterprise,2022-05,24,false,913003
AG-E1315,AG-P106,Public sector,2022-02,24,false,203486
AG-E1316,AG-P197,Mid-market,2021-11,12,false,176269
AG-E1317,AG-P014,Mid-market,2022-02,24,false,413961
AG-E1318,AG-P045,Enterprise,2022-09,12,false,295995
AG-E1319,AG-P004,Upper mid-market,2022-10,24,false,396190
AG-E1320,AG-P130,Mid-market,2022-09,12,false,377823
AG-E1321,AG-P007,Mid-market,2023-04,12,false,262529
AG-E1322,AG-P002,Mid-market,2023-03,24,false,212863
AG-E1323,AG-P045,Upper mid-market,2023-03,36,false,103786
AG-E1324,AG-P034,Public sector,2022-12,24,false,168323
AG-E1325,AG-P133,Upper mid-market,2022-01,12,false,601468
AG-E1326,AG-P067,Enterprise,2022-07,36,false,390997
AG-E1327,AG-P162,Mid-market,2021-12,24,true,166764
