invoice_id,month,entity_id,billed_subscription_cents,credit_cents,net_invoice_cents,collected_cents,live_arr_cents,booked_arr_cents,implementation_dependent,cancellable
2024-06-AG-E0563,2024-06,AG-E0563,1015054,0,1015054,1012008,12180648,12180648,0,0
2024-07-AG-E0563,2024-07,AG-E0563,1017177,0,1017177,1014125,12206124,12206124,0,0
2024-08-AG-E0563,2024-08,AG-E0563,1019305,6115,1013190,1010150,12231660,12231660,0,0
2024-09-AG-E0563,2024-09,AG-E0563,1021437,0,1021437,1018372,12257244,12257244,0,0
2024-10-AG-E0563,2024-10,AG-E0563,1023574,0,1023574,1020503,12282888,12282888,0,0
2024-11-AG-E0563,2024-11,AG-E0563,1025715,0,1025715,1022637,12308580,12308580,0,0
2024-12-AG-E0563,2024-12,AG-E0563,1027860,0,1027860,1024776,12334320,12334320,0,0
2025-01-AG-E0563,2025-01,AG-E0563,1030010,0,1030010,1026919,12360120,12360120,0,0
2025-02-AG-E0563,2025-02,AG-E0563,1032164,0,1032164,1029067,12385968,12385968,0,0
2025-03-AG-E0563,2025-03,AG-E0563,1034323,0,1034323,1031220,12411876,12411876,0,0
2025-04-AG-E0563,2025-04,AG-E0563,1036486,0,1036486,1033376,12437832,12437832,0,0
2025-05-AG-E0563,2025-05,AG-E0563,1038654,0,1038654,1035538,12463848,12463848,0,0
2025-06-AG-E0563,2025-06,AG-E0563,1072051,0,1072051,1068834,12864612,12864612,0,0
2025-07-AG-E0563,2025-07,AG-E0563,1074293,0,1074293,1071070,12891516,12891516,0,0
2025-08-AG-E0563,2025-08,AG-E0563,1076540,0,1076540,1073310,12918480,12918480,0,0
2025-09-AG-E0563,2025-09,AG-E0563,1078792,0,1078792,1075555,12945504,12945504,0,0
2025-10-AG-E0563,2025-10,AG-E0563,1081049,0,1081049,1077805,12972588,12972588,0,0
2025-11-AG-E0563,2025-11,AG-E0563,1083310,0,1083310,1080060,12999720,12999720,0,0
2025-12-AG-E0563,2025-12,AG-E0563,1085576,0,1085576,1082319,13026912,13026912,0,0
2026-01-AG-E0563,2026-01,AG-E0563,1087847,0,1087847,1084583,13054164,13054164,0,0
2026-02-AG-E0563,2026-02,AG-E0563,1090122,0,1090122,1086851,13081464,13081464,0,0
2026-03-AG-E0563,2026-03,AG-E0563,1092402,0,1092402,1089124,13108824,13108824,0,0
2026-04-AG-E0563,2026-04,AG-E0563,1094687,0,1094687,1091402,13136244,13136244,0,0
2026-05-AG-E0563,2026-05,AG-E0563,1096977,0,1096977,1093686,13163724,13163724,0,0
2026-06-AG-E0563,2026-06,AG-E0563,1132250,0,1132250,1128853,13587000,13587000,0,0
2026-07-AG-E0563,2026-07,AG-E0563,1134618,6807,1127811,1124427,13615416,13615416,0,0
2022-10-AG-E0564,2022-10,AG-E0564,195352,0,195352,194765,2344224,2344224,0,0
2022-11-AG-E0564,2022-11,AG-E0564,195721,0,195721,195133,2348652,2348652,0,0
2022-12-AG-E0564,2022-12,AG-E0564,196090,0,196090,195501,2353080,2353080,0,0
2023-01-AG-E0564,2023-01,AG-E0564,196460,0,196460,195870,2357520,2357520,0,0
2023-02-AG-E0564,2023-02,AG-E0564,196831,0,196831,196240,2361972,2361972,0,0
2023-03-AG-E0564,2023-03,AG-E0564,197203,0,197203,196611,2366436,2366436,0,0
2023-04-AG-E0564,2023-04,AG-E0564,197575,0,197575,196982,2370900,2370900,0,0
2023-05-AG-E0564,2023-05,AG-E0564,197948,0,197948,197354,2375376,2375376,0,0
2023-06-AG-E0564,2023-06,AG-E0564,198322,0,198322,197727,2379864,2379864,0,0
2023-07-AG-E0564,2023-07,AG-E0564,198696,0,198696,198099,2384352,2384352,0,0
2023-08-AG-E0564,2023-08,AG-E0564,199071,0,199071,198473,2388852,2388852,0,0
2023-09-AG-E0564,2023-09,AG-E0564,199447,0,199447,198848,2393364,2393364,0,0
2023-10-AG-E0564,2023-10,AG-E0564,205818,0,205818,205200,2469816,2469816,0,0
2023-11-AG-E0564,2023-11,AG-E0564,206206,0,206206,205587,2474472,2474472,0,0
2023-12-AG-E0564,2023-12,AG-E0564,206595,0,206595,205975,2479140,2479140,0,0
2024-01-AG-E0564,2024-01,AG-E0564,206985,0,206985,206364,2483820,2483820,0,0
2024-02-AG-E0564,2024-02,AG-E0564,207376,0,207376,206753,2488512,2488512,0,0
2024-03-AG-E0564,2024-03,AG-E0564,207767,0,207767,207143,2493204,2493204,0,0
2024-04-AG-E0564,2024-04,AG-E0564,208159,0,208159,207534,2497908,2497908,0,0
2024-05-AG-E0564,2024-05,AG-E0564,208552,0,208552,207926,2502624,2502624,0,0
2024-06-AG-E0564,2024-06,AG-E0564,208946,0,208946,208319,2507352,2507352,0,0
2024-07-AG-E0564,2024-07,AG-E0564,209340,1256,208084,207459,2512080,2512080,0,0
2024-08-AG-E0564,2024-08,AG-E0564,209735,0,209735,209105,2516820,2516820,0,0
2024-09-AG-E0564,2024-09,AG-E0564,210131,0,210131,209500,2521572,2521572,0,0
2024-10-AG-E0564,2024-10,AG-E0564,216843,0,216843,216192,2602116,2602116,0,0
2024-11-AG-E0564,2024-11,AG-E0564,217252,0,217252,216600,2607024,2607024,0,0
2024-12-AG-E0564,2024-12,AG-E0564,217662,0,217662,217009,2611944,2611944,0,0
2025-01-AG-E0564,2025-01,AG-E0564,218073,0,218073,217418,2616876,2616876,0,0
2025-02-AG-E0564,2025-02,AG-E0564,218485,0,218485,217829,2621820,2621820,0,0
2025-03-AG-E0564,2025-03,AG-E0564,218897,0,218897,218240,2626764,2626764,0,0
2025-04-AG-E0564,2025-04,AG-E0564,219310,0,219310,218652,2631720,2631720,0,0
2025-05-AG-E0564,2025-05,AG-E0564,219724,0,219724,219064,2636688,2636688,0,0
2025-06-AG-E0564,2025-06,AG-E0564,220139,0,220139,219478,2641668,2641668,0,0
2025-07-AG-E0564,2025-07,AG-E0564,220555,0,220555,219893,2646660,2646660,0,0
2025-08-AG-E0564,2025-08,AG-E0564,220971,0,220971,220308,2651652,2651652,0,0
2025-09-AG-E0564,2025-09,AG-E0564,221388,0,221388,220723,2656656,2656656,0,0
2025-10-AG-E0564,2025-10,AG-E0564,228460,0,228460,227774,2741520,2741520,0,0
2025-11-AG-E0564,2025-11,AG-E0564,228891,0,228891,228204,2746692,2746692,0,0
2025-12-AG-E0564,2025-12,AG-E0564,229323,0,229323,228635,2751876,2751876,0,0
2026-01-AG-E0564,2026-01,AG-E0564,229756,0,229756,229066,2757072,2757072,0,0
2026-02-AG-E0564,2026-02,AG-E0564,230190,0,230190,229499,2762280,2762280,0,0
2026-03-AG-E0564,2026-03,AG-E0564,230625,0,230625,229933,2767500,2767500,0,0
2026-04-AG-E0564,2026-04,AG-E0564,231060,0,231060,230366,2772720,2772720,0,0
2026-05-AG-E0564,2026-05,AG-E0564,231496,0,231496,230801,2777952,2777952,0,0
2026-06-AG-E0564,2026-06,AG-E0564,231933,1391,230542,229850,2783196,2783196,0,0
2026-07-AG-E0564,2026-07,AG-E0564,232371,0,232371,231673,2788452,2788452,0,0
2023-05-AG-E0565,2023-05,AG-E0565,399138,0,399138,397940,4789656,4789656,0,0
2023-06-AG-E0565,2023-06,AG-E0565,400130,0,400130,398929,4801560,4801560,0,0
2023-07-AG-E0565,2023-07,AG-E0565,401125,0,401125,399921,4813500,4813500,0,0
2023-08-AG-E0565,2023-08,AG-E0565,402122,0,402122,400915,4825464,4825464,0,0
2023-09-AG-E0565,2023-09,AG-E0565,403122,0,403122,401912,4837464,4837464,0,0
2023-10-AG-E0565,2023-10,AG-E0565,404124,0,404124,402911,4849488,4849488,0,0
2023-11-AG-E0565,2023-11,AG-E0565,405129,0,405129,403913,4861548,4861548,0,0
2023-12-AG-E0565,2023-12,AG-E0565,406136,0,406136,404917,4873632,4873632,0,0
2024-01-AG-E0565,2024-01,AG-E0565,407146,0,407146,405924,4885752,4885752,0,0
2024-02-AG-E0565,2024-02,AG-E0565,408158,0,408158,406933,4897896,4897896,0,0
2024-03-AG-E0565,2024-03,AG-E0565,409173,0,409173,407945,4910076,4910076,0,0
2024-04-AG-E0565,2024-04,AG-E0565,410190,0,410190,408959,4922280,4922280,0,0
2024-05-AG-E0565,2024-05,AG-E0565,423546,0,423546,422275,5082552,5082552,0,0
2024-06-AG-E0565,2024-06,AG-E0565,424599,2547,422052,420785,5095188,5095188,0,0
2024-07-AG-E0565,2024-07,AG-E0565,425655,0,425655,424378,5107860,5107860,0,0
2024-08-AG-E0565,2024-08,AG-E0565,426713,0,426713,425432,5120556,5120556,0,0
2024-09-AG-E0565,2024-09,AG-E0565,427774,0,427774,426490,5133288,5133288,0,0
2024-10-AG-E0565,2024-10,AG-E0565,428837,0,428837,427550,5146044,5146044,0,0
2024-11-AG-E0565,2024-11,AG-E0565,429903,0,429903,428613,5158836,5158836,0,0
2024-12-AG-E0565,2024-12,AG-E0565,430972,0,430972,429679,5171664,5171664,0,0
2025-01-AG-E0565,2025-01,AG-E0565,432043,0,432043,430746,5184516,5184516,0,0
2025-02-AG-E0565,2025-02,AG-E0565,433117,0,433117,431817,5197404,5197404,0,0
2025-03-AG-E0565,2025-03,AG-E0565,434194,0,434194,432891,5210328,5210328,0,0
2025-04-AG-E0565,2025-04,AG-E0565,435273,0,435273,433967,5223276,5223276,0,0
2025-05-AG-E0565,2025-05,AG-E0565,449446,0,449446,448097,5393352,5393352,0,0
2025-06-AG-E0565,2025-06,AG-E0565,450563,0,450563,449211,5406756,5406756,0,0
2025-07-AG-E0565,2025-07,AG-E0565,451683,0,451683,450327,5420196,5420196,0,0
2025-08-AG-E0565,2025-08,AG-E0565,452806,0,452806,451447,5433672,5433672,0,0
2025-09-AG-E0565,2025-09,AG-E0565,453932,0,453932,452570,5447184,5447184,0,0
2025-10-AG-E0565,2025-10,AG-E0565,455060,0,455060,453694,5460720,5460720,0,0
2025-11-AG-E0565,2025-11,AG-E0565,456191,0,456191,454822,5474292,5474292,0,0
2025-12-AG-E0565,2025-12,AG-E0565,457325,0,457325,455953,5487900,5487900,0,0
2026-01-AG-E0565,2026-01,AG-E0565,458462,0,458462,457086,5501544,5501544,0,0
2026-02-AG-E0565,2026-02,AG-E0565,459602,0,459602,458223,5515224,5515224,0,0
2026-03-AG-E0565,2026-03,AG-E0565,460745,0,460745,459362,5528940,5528940,0,0
2026-04-AG-E0565,2026-04,AG-E0565,461890,0,461890,460504,5542680,5542680,0,0
2026-05-AG-E0565,2026-05,AG-E0565,476929,2861,474068,472645,5723148,5723148,0,0
2026-06-AG-E0565,2026-06,AG-E0565,478115,0,478115,476680,5737380,5737380,0,0
2026-07-AG-E0565,2026-07,AG-E0565,479304,0,479304,477866,5751648,5751648,0,0
2023-05-AG-E0566,2023-05,AG-E0566,939585,0,939585,936766,11275020,11275020,0,0
2023-06-AG-E0566,2023-06,AG-E0566,941365,0,941365,938540,11296380,11296380,0,0
2023-07-AG-E0566,2023-07,AG-E0566,943148,0,943148,940318,11317776,11317776,0,0
2023-08-AG-E0566,2023-08,AG-E0566,944935,0,944935,942100,11339220,11339220,0,0
2023-09-AG-E0566,2023-09,AG-E0566,946725,0,946725,943884,11360700,11360700,0,0
2023-10-AG-E0566,2023-10,AG-E0566,948518,0,948518,945672,11382216,11382216,0,0
2023-11-AG-E0566,2023-11,AG-E0566,950315,0,950315,947464,11403780,11403780,0,0
2023-12-AG-E0566,2023-12,AG-E0566,952115,0,952115,949258,11425380,11425380,0,0
2024-01-AG-E0566,2024-01,AG-E0566,953919,0,953919,951057,11447028,11447028,0,0
2024-02-AG-E0566,2024-02,AG-E0566,955726,0,955726,952858,11468712,11468712,0,0
2024-03-AG-E0566,2024-03,AG-E0566,957536,0,957536,954663,11490432,11490432,0,0
2024-04-AG-E0566,2024-04,AG-E0566,959350,0,959350,956471,11512200,11512200,0,0
2024-05-AG-E0566,2024-05,AG-E0566,990002,5940,984062,981109,11880024,11880024,0,0
2024-06-AG-E0566,2024-06,AG-E0566,991877,0,991877,988901,11902524,11902524,0,0
2024-07-AG-E0566,2024-07,AG-E0566,993756,0,993756,990774,11925072,11925072,0,0
2024-08-AG-E0566,2024-08,AG-E0566,995638,0,995638,992651,11947656,11947656,0,0
2024-09-AG-E0566,2024-09,AG-E0566,997524,0,997524,994531,11970288,11970288,0,0
2024-10-AG-E0566,2024-10,AG-E0566,999414,0,999414,996415,11992968,11992968,0,0
2024-11-AG-E0566,2024-11,AG-E0566,1001307,0,1001307,998303,12015684,12015684,0,0
2024-12-AG-E0566,2024-12,AG-E0566,1003204,0,1003204,1000194,12038448,12038448,0,0
2025-01-AG-E0566,2025-01,AG-E0566,1005104,0,1005104,1002088,12061248,12061248,0,0
2025-02-AG-E0566,2025-02,AG-E0566,1007008,0,1007008,1003986,12084096,12084096,0,0
2025-03-AG-E0566,2025-03,AG-E0566,1008916,0,1008916,1005889,12106992,12106992,0,0
2025-04-AG-E0566,2025-04,AG-E0566,1010827,0,1010827,1007794,12129924,12129924,0,0
2025-05-AG-E0566,2025-05,AG-E0566,1043124,0,1043124,1039994,12517488,12517488,0,0
2025-06-AG-E0566,2025-06,AG-E0566,1045100,0,1045100,1041964,12541200,12541200,0,0
2025-07-AG-E0566,2025-07,AG-E0566,1047080,0,1047080,1043938,12564960,12564960,0,0
2025-08-AG-E0566,2025-08,AG-E0566,1049063,0,1049063,1045915,12588756,12588756,0,0
2025-09-AG-E0566,2025-09,AG-E0566,1051050,0,1051050,1047896,12612600,12612600,0,0
2025-10-AG-E0566,2025-10,AG-E0566,1053041,0,1053041,1049881,12636492,12636492,0,0
2025-11-AG-E0566,2025-11,AG-E0566,1055036,0,1055036,1051870,12660432,12660432,0,0
2025-12-AG-E0566,2025-12,AG-E0566,1057035,0,1057035,1053863,12684420,12684420,0,0
2026-01-AG-E0566,2026-01,AG-E0566,1059037,0,1059037,1055859,12708444,12708444,0,0
2026-02-AG-E0566,2026-02,AG-E0566,1061043,0,1061043,1057859,12732516,12732516,0,0
2026-03-AG-E0566,2026-03,AG-E0566,1063053,0,1063053,1059863,12756636,12756636,0,0
2026-04-AG-E0566,2026-04,AG-E0566,1065067,6390,1058677,1055500,12780804,12780804,0,0
2026-05-AG-E0566,2026-05,AG-E0566,1099097,0,1099097,1095799,13189164,13189164,0,0
2026-06-AG-E0566,2026-06,AG-E0566,1101179,0,1101179,1097875,13214148,13214148,0,0
2026-07-AG-E0566,2026-07,AG-E0566,1103265,0,1103265,1099955,13239180,13239180,0,0
2022-04-AG-E0567,2022-04,AG-E0567,506403,0,506403,504883,6076836,6076836,0,0
2022-05-AG-E0567,2022-05,AG-E0567,507773,3046,504727,503212,6093276,6093276,0,0
2022-06-AG-E0567,2022-06,AG-E0567,509147,0,509147,507619,6109764,6109764,0,0
2022-07-AG-E0567,2022-07,AG-E0567,510524,0,510524,508992,6126288,6126288,0,0
2022-08-AG-E0567,2022-08,AG-E0567,511905,0,511905,510369,6142860,6142860,0,0
2022-09-AG-E0567,2022-09,AG-E0567,513290,0,513290,511750,6159480,6159480,0,0
2022-10-AG-E0567,2022-10,AG-E0567,514679,0,514679,513134,6176148,6176148,0,0
2022-11-AG-E0567,2022-11,AG-E0567,516071,0,516071,514522,6192852,6192852,0,0
2022-12-AG-E0567,2022-12,AG-E0567,517467,0,517467,515914,6209604,6209604,0,0
2023-01-AG-E0567,2023-01,AG-E0567,518867,0,518867,517310,6226404,6226404,0,0
2023-02-AG-E0567,2023-02,AG-E0567,520271,0,520271,518710,6243252,6243252,0,0
2023-03-AG-E0567,2023-03,AG-E0567,521678,0,521678,520112,6260136,6260136,0,0
2023-04-AG-E0567,2023-04,AG-E0567,538782,0,538782,537165,6465384,6465384,0,0
2023-05-AG-E0567,2023-05,AG-E0567,540239,0,540239,538618,6482868,6482868,0,0
2023-06-AG-E0567,2023-06,AG-E0567,541700,0,541700,540074,6500400,6500400,0,0
2023-07-AG-E0567,2023-07,AG-E0567,543165,0,543165,541535,6517980,6517980,0,0
2023-08-AG-E0567,2023-08,AG-E0567,544634,0,544634,543000,6535608,6535608,0,0
2023-09-AG-E0567,2023-09,AG-E0567,546107,0,546107,544468,6553284,6553284,0,0
2023-10-AG-E0567,2023-10,AG-E0567,547584,0,547584,545941,6571008,6571008,0,0
2023-11-AG-E0567,2023-11,AG-E0567,549065,0,549065,547417,6588780,6588780,0,0
2023-12-AG-E0567,2023-12,AG-E0567,550550,0,550550,548898,6606600,6606600,0,0
2024-01-AG-E0567,2024-01,AG-E0567,552039,0,552039,550382,6624468,6624468,0,0
2024-02-AG-E0567,2024-02,AG-E0567,553532,0,553532,551871,6642384,6642384,0,0
2024-03-AG-E0567,2024-03,AG-E0567,555029,0,555029,553363,6660348,6660348,0,0
2024-04-AG-E0567,2024-04,AG-E0567,573226,3439,569787,568077,6878712,6878712,0,0
2024-05-AG-E0567,2024-05,AG-E0567,574777,0,574777,573052,6897324,6897324,0,0
2024-06-AG-E0567,2024-06,AG-E0567,576332,0,576332,574603,6915984,6915984,0,0
2024-07-AG-E0567,2024-07,AG-E0567,577891,0,577891,576157,6934692,6934692,0,0
2024-08-AG-E0567,2024-08,AG-E0567,579454,0,579454,577715,6953448,6953448,0,0
2024-09-AG-E0567,2024-09,AG-E0567,581021,0,581021,579277,6972252,6972252,0,0
2024-10-AG-E0567,2024-10,AG-E0567,582593,0,582593,580845,6991116,6991116,0,0
2024-11-AG-E0567,2024-11,AG-E0567,584169,0,584169,582416,7010028,7010028,0,0
2024-12-AG-E0567,2024-12,AG-E0567,585749,0,585749,583991,7028988,7028988,0,0
2025-01-AG-E0567,2025-01,AG-E0567,587334,0,587334,585571,7048008,7048008,0,0
2025-02-AG-E0567,2025-02,AG-E0567,588923,0,588923,587156,7067076,7067076,0,0
2025-03-AG-E0567,2025-03,AG-E0567,590516,0,590516,588744,7086192,7086192,0,0
2025-04-AG-E0567,2025-04,AG-E0567,609877,0,609877,608047,7318524,7318524,0,0
2025-05-AG-E0567,2025-05,AG-E0567,611527,0,611527,609692,7338324,7338324,0,0
2025-06-AG-E0567,2025-06,AG-E0567,613181,0,613181,611341,7358172,7358172,0,0
2025-07-AG-E0567,2025-07,AG-E0567,614840,0,614840,612995,7378080,7378080,0,0
2025-08-AG-E0567,2025-08,AG-E0567,616503,0,616503,614653,7398036,7398036,0,0
2025-09-AG-E0567,2025-09,AG-E0567,618171,0,618171,616316,7418052,7418052,0,0
2025-10-AG-E0567,2025-10,AG-E0567,619843,0,619843,617983,7438116,7438116,0,0
2025-11-AG-E0567,2025-11,AG-E0567,621520,0,621520,619655,7458240,7458240,0,0
2025-12-AG-E0567,2025-12,AG-E0567,623201,0,623201,621331,7478412,7478412,0,0
2026-01-AG-E0567,2026-01,AG-E0567,624887,0,624887,623012,7498644,7498644,0,0
2026-02-AG-E0567,2026-02,AG-E0567,626577,0,626577,624697,7518924,7518924,0,0
2026-03-AG-E0567,2026-03,AG-E0567,628272,3769,624503,622629,7539264,7539264,0,0
2026-04-AG-E0567,2026-04,AG-E0567,648871,0,648871,646924,7786452,7786452,0,0
2026-05-AG-E0567,2026-05,AG-E0567,650626,0,650626,648674,7807512,7807512,0,0
2026-06-AG-E0567,2026-06,AG-E0567,652386,0,652386,650428,7828632,7828632,0,0
2026-07-AG-E0567,2026-07,AG-E0567,654151,0,654151,652188,7849812,7849812,0,0
2021-11-AG-E0568,2021-11,AG-E0568,325378,0,325378,324401,3904536,3904536,0,0
2021-12-AG-E0568,2021-12,AG-E0568,325964,0,325964,324986,3911568,3911568,0,0
2022-01-AG-E0568,2022-01,AG-E0568,326551,0,326551,325571,3918612,3918612,0,0
2022-02-AG-E0568,2022-02,AG-E0568,327139,0,327139,326157,3925668,3925668,0,0
2022-03-AG-E0568,2022-03,AG-E0568,327728,0,327728,326744,3932736,3932736,0,0
2022-04-AG-E0568,2022-04,AG-E0568,328318,1969,326349,325369,3939816,3939816,0,0
2022-05-AG-E0568,2022-05,AG-E0568,328909,0,328909,327922,3946908,3946908,0,0
2022-06-AG-E0568,2022-06,AG-E0568,329501,0,329501,328512,3954012,3954012,0,0
2022-07-AG-E0568,2022-07,AG-E0568,330094,0,330094,329103,3961128,3961128,0,0
2022-08-AG-E0568,2022-08,AG-E0568,330688,0,330688,329695,3968256,3968256,0,0
2022-09-AG-E0568,2022-09,AG-E0568,331283,0,331283,330289,3975396,3975396,0,0
2022-10-AG-E0568,2022-10,AG-E0568,331879,0,331879,330883,3982548,3982548,0,0
2022-11-AG-E0568,2022-11,AG-E0568,342451,0,342451,341423,4109412,4109412,0,0
2022-12-AG-E0568,2022-12,AG-E0568,343067,0,343067,342037,4116804,4116804,0,0
2023-01-AG-E0568,2023-01,AG-E0568,343685,0,343685,342653,4124220,4124220,0,0
2023-02-AG-E0568,2023-02,AG-E0568,344304,0,344304,343271,4131648,4131648,0,0
2023-03-AG-E0568,2023-03,AG-E0568,344924,0,344924,343889,4139088,4139088,0,0
2023-04-AG-E0568,2023-04,AG-E0568,345545,0,345545,344508,4146540,4146540,0,0
2023-05-AG-E0568,2023-05,AG-E0568,346167,0,346167,345128,4154004,4154004,0,0
2023-06-AG-E0568,2023-06,AG-E0568,346790,0,346790,345749,4161480,4161480,0,0
2023-07-AG-E0568,2023-07,AG-E0568,347414,0,347414,346371,4168968,4168968,0,0
2023-08-AG-E0568,2023-08,AG-E0568,348039,0,348039,346994,4176468,4176468,0,0
2023-09-AG-E0568,2023-09,AG-E0568,348665,0,348665,347619,4183980,4183980,0,0
2023-10-AG-E0568,2023-10,AG-E0568,349293,0,349293,348245,4191516,4191516,0,0
2023-11-AG-E0568,2023-11,AG-E0568,360419,0,360419,359337,4325028,4325028,0,0
2023-12-AG-E0568,2023-12,AG-E0568,361068,0,361068,359984,4332816,4332816,0,0
2024-01-AG-E0568,2024-01,AG-E0568,361718,0,361718,360632,4340616,4340616,0,0
2024-02-AG-E0568,2024-02,AG-E0568,362369,0,362369,361281,4348428,4348428,0,0
2024-03-AG-E0568,2024-03,AG-E0568,363021,2178,360843,359760,4356252,4356252,0,0
2024-04-AG-E0568,2024-04,AG-E0568,363674,0,363674,362582,4364088,4364088,0,0
2024-05-AG-E0568,2024-05,AG-E0568,364329,0,364329,363236,4371948,4371948,0,0
2024-06-AG-E0568,2024-06,AG-E0568,364985,0,364985,363890,4379820,4379820,0,0
2024-07-AG-E0568,2024-07,AG-E0568,365642,0,365642,364545,4387704,4387704,0,0
2024-08-AG-E0568,2024-08,AG-E0568,366300,0,366300,365201,4395600,4395600,0,0
2024-09-AG-E0568,2024-09,AG-E0568,366959,0,366959,365858,4403508,4403508,0,0
2024-10-AG-E0568,2024-10,AG-E0568,367620,0,367620,366517,4411440,4411440,0,0
2024-11-AG-E0568,2024-11,AG-E0568,379330,0,379330,378192,4551960,4551960,0,0
2024-12-AG-E0568,2024-12,AG-E0568,380013,0,380013,378872,4560156,4560156,0,0
2025-01-AG-E0568,2025-01,AG-E0568,380697,0,380697,379554,4568364,4568364,0,0
2025-02-AG-E0568,2025-02,AG-E0568,381382,0,381382,380237,4576584,4576584,0,0
2025-03-AG-E0568,2025-03,AG-E0568,382068,0,382068,380921,4584816,4584816,0,0
2025-04-AG-E0568,2025-04,AG-E0568,382756,0,382756,381607,4593072,4593072,0,0
2025-05-AG-E0568,2025-05,AG-E0568,383445,0,383445,382294,4601340,4601340,0,0
2025-06-AG-E0568,2025-06,AG-E0568,384135,0,384135,382982,4609620,4609620,0,0
2025-07-AG-E0568,2025-07,AG-E0568,384826,0,384826,383671,4617912,4617912,0,0
2025-08-AG-E0568,2025-08,AG-E0568,385519,0,385519,384362,4626228,4626228,0,0
2025-09-AG-E0568,2025-09,AG-E0568,386213,0,386213,385054,4634556,4634556,0,0
2025-10-AG-E0568,2025-10,AG-E0568,386908,0,386908,385747,4642896,4642896,0,0
2025-11-AG-E0568,2025-11,AG-E0568,399233,0,399233,398035,4790796,4790796,0,0
2025-12-AG-E0568,2025-12,AG-E0568,399952,0,399952,398752,4799424,4799424,0,0
2026-01-AG-E0568,2026-01,AG-E0568,400672,0,400672,399469,4808064,4808064,0,0
2026-02-AG-E0568,2026-02,AG-E0568,401393,2408,398985,397788,4816716,4816716,0,0
2026-03-AG-E0568,2026-03,AG-E0568,402116,0,402116,400909,4825392,4825392,0,0
2026-04-AG-E0568,2026-04,AG-E0568,402840,0,402840,401631,4834080,4834080,0,0
2026-05-AG-E0568,2026-05,AG-E0568,403565,0,403565,402354,4842780,4842780,0,0
2026-06-AG-E0568,2026-06,AG-E0568,404291,0,404291,403078,4851492,4851492,0,0
2026-07-AG-E0568,2026-07,AG-E0568,405019,0,405019,403803,4860228,4860228,0,0
2022-01-AG-E0569,2022-01,AG-E0569,178815,0,178815,178278,2145780,2145780,0,0
2022-02-AG-E0569,2022-02,AG-E0569,179179,0,179179,178641,2150148,2150148,0,0
2022-03-AG-E0569,2022-03,AG-E0569,179543,1077,178466,177930,2154516,2154516,0,0
2022-04-AG-E0569,2022-04,AG-E0569,179908,0,179908,179368,2158896,2158896,0,0
2022-05-AG-E0569,2022-05,AG-E0569,180274,0,180274,179733,2163288,2163288,0,0
2022-06-AG-E0569,2022-06,AG-E0569,180641,0,180641,180099,2167692,2167692,0,0
2022-07-AG-E0569,2022-07,AG-E0569,181008,0,181008,180464,2172096,2172096,0,0
2022-08-AG-E0569,2022-08,AG-E0569,181376,0,181376,180831,2176512,2176512,0,0
2022-09-AG-E0569,2022-09,AG-E0569,181745,0,181745,181199,2180940,2180940,0,0
2022-10-AG-E0569,2022-10,AG-E0569,182115,0,182115,181568,2185380,2185380,0,0
2022-11-AG-E0569,2022-11,AG-E0569,182485,0,182485,181937,2189820,2189820,0,0
2022-12-AG-E0569,2022-12,AG-E0569,182856,0,182856,182307,2194272,2194272,0,0
2023-01-AG-E0569,2023-01,AG-E0569,188725,0,188725,188158,2264700,2264700,0,0
2023-02-AG-E0569,2023-02,AG-E0569,189109,0,189109,188541,2269308,2269308,0,0
2023-03-AG-E0569,2023-03,AG-E0569,189494,0,189494,188925,2273928,2273928,0,0
2023-04-AG-E0569,2023-04,AG-E0569,189879,0,189879,189309,2278548,2278548,0,0
2023-05-AG-E0569,2023-05,AG-E0569,190265,0,190265,189694,2283180,2283180,0,0
2023-06-AG-E0569,2023-06,AG-E0569,190652,0,190652,190080,2287824,2287824,0,0
2023-07-AG-E0569,2023-07,AG-E0569,191040,0,191040,190466,2292480,2292480,0,0
2023-08-AG-E0569,2023-08,AG-E0569,191429,0,191429,190854,2297148,2297148,0,0
2023-01-AG-E0570,2023-01,AG-E0570,268727,0,268727,267920,3224724,3224724,0,0
2023-02-AG-E0570,2023-02,AG-E0570,269211,0,269211,268403,3230532,3230532,0,0
2023-03-AG-E0570,2023-03,AG-E0570,269696,0,269696,268886,3236352,3236352,0,0
2023-04-AG-E0570,2023-04,AG-E0570,270181,0,270181,269370,3242172,3242172,0,0
2023-05-AG-E0570,2023-05,AG-E0570,270667,0,270667,269854,3248004,3248004,0,0
2023-06-AG-E0570,2023-06,AG-E0570,271154,0,271154,270340,3253848,3253848,0,0
2023-07-AG-E0570,2023-07,AG-E0570,271642,0,271642,270827,3259704,3259704,0,0
2023-08-AG-E0570,2023-08,AG-E0570,272131,0,272131,271314,3265572,3265572,0,0
2023-09-AG-E0570,2023-09,AG-E0570,272621,0,272621,271803,3271452,3271452,0,0
2023-10-AG-E0570,2023-10,AG-E0570,273112,0,273112,272292,3277344,3277344,0,0
2023-11-AG-E0570,2023-11,AG-E0570,273604,0,273604,272783,3283248,3283248,0,0
2023-12-AG-E0570,2023-12,AG-E0570,274096,0,274096,273273,3289152,3289152,0,0
2024-01-AG-E0570,2024-01,AG-E0570,282827,1696,281131,280287,3393924,3393924,0,0
