month,entity_id,parent_id,segment,active,mrr_cents,usage_units,support_tickets,credit_cents
2023-12,AG-E0992,AG-P195,Mid-market,1,290747,127,4,0
2024-01,AG-E0992,AG-P195,Mid-market,1,291270,127,3,0
2024-02,AG-E0992,AG-P195,Mid-market,1,291794,134,6,0
2024-03,AG-E0992,AG-P195,Mid-market,1,292319,133,5,0
2024-04,AG-E0992,AG-P195,Mid-market,1,292845,127,4,0
2024-05,AG-E0992,AG-P195,Mid-market,1,293372,143,3,0
2024-06,AG-E0992,AG-P195,Mid-market,1,293900,123,4,0
2024-07,AG-E0992,AG-P195,Mid-market,1,294429,130,1,0
2024-08,AG-E0992,AG-P195,Mid-market,1,303808,137,1,0
2024-09,AG-E0992,AG-P195,Mid-market,1,304355,136,3,0
2024-10,AG-E0992,AG-P195,Mid-market,1,304903,135,1,0
2024-11,AG-E0992,AG-P195,Mid-market,1,305452,137,4,0
2024-12,AG-E0992,AG-P195,Mid-market,1,306002,149,3,0
2025-01,AG-E0992,AG-P195,Mid-market,1,306553,144,2,0
2025-02,AG-E0992,AG-P195,Mid-market,1,307105,144,3,0
2025-03,AG-E0992,AG-P195,Mid-market,1,307658,137,3,0
2025-04,AG-E0992,AG-P195,Mid-market,1,308212,144,2,1849
2025-05,AG-E0992,AG-P195,Mid-market,1,308767,145,2,0
2025-06,AG-E0992,AG-P195,Mid-market,1,309323,138,3,0
2025-07,AG-E0992,AG-P195,Mid-market,1,309880,138,2,0
2025-08,AG-E0992,AG-P195,Mid-market,1,319751,142,1,0
2025-09,AG-E0992,AG-P195,Mid-market,1,320327,149,6,0
2025-10,AG-E0992,AG-P195,Mid-market,1,320904,148,5,0
2025-11,AG-E0992,AG-P195,Mid-market,1,321482,138,1,0
2025-12,AG-E0992,AG-P195,Mid-market,1,322061,144,1,0
2026-01,AG-E0992,AG-P195,Mid-market,1,322641,144,4,0
2026-02,AG-E0992,AG-P195,Mid-market,1,323222,151,6,0
2026-03,AG-E0992,AG-P195,Mid-market,1,323804,145,3,0
2026-04,AG-E0992,AG-P195,Mid-market,1,324387,144,3,0
2026-05,AG-E0992,AG-P195,Mid-market,1,324971,143,3,0
2026-06,AG-E0992,AG-P195,Mid-market,1,325556,142,2,0
2026-07,AG-E0992,AG-P195,Mid-market,1,326142,144,5,0
2023-08,AG-E0993,AG-P190,Mid-market,1,338723,155,1,0
2023-09,AG-E0993,AG-P190,Mid-market,1,339333,152,0,0
2023-10,AG-E0993,AG-P190,Mid-market,1,339944,155,1,0
2023-11,AG-E0993,AG-P190,Mid-market,1,340556,161,2,0
2023-12,AG-E0993,AG-P190,Mid-market,1,341169,160,1,0
2024-01,AG-E0993,AG-P190,Mid-market,1,341783,152,3,0
2024-02,AG-E0993,AG-P190,Mid-market,1,342398,156,3,0
2024-03,AG-E0993,AG-P190,Mid-market,1,343014,155,3,0
2024-04,AG-E0993,AG-P190,Mid-market,1,343631,144,2,0
2024-05,AG-E0993,AG-P190,Mid-market,1,344250,158,2,0
2024-06,AG-E0993,AG-P190,Mid-market,1,344870,157,7,0
2024-07,AG-E0993,AG-P190,Mid-market,1,345491,156,5,0
2024-08,AG-E0993,AG-P190,Mid-market,1,356496,167,1,0
2024-09,AG-E0993,AG-P190,Mid-market,1,357138,164,5,0
2024-10,AG-E0993,AG-P190,Mid-market,1,357781,171,2,0
2024-11,AG-E0993,AG-P190,Mid-market,1,358425,168,0,0
2024-12,AG-E0993,AG-P190,Mid-market,1,359070,163,2,0
2025-01,AG-E0993,AG-P190,Mid-market,1,359716,159,2,0
2025-02,AG-E0993,AG-P190,Mid-market,1,360363,153,3,0
2025-03,AG-E0993,AG-P190,Mid-market,1,361012,171,0,2166
2025-04,AG-E0993,AG-P190,Mid-market,1,361662,157,2,0
2025-05,AG-E0993,AG-P190,Mid-market,1,362313,168,0,0
2025-06,AG-E0993,AG-P190,Mid-market,1,362965,165,4,0
2025-07,AG-E0993,AG-P190,Mid-market,1,363618,162,6,0
2025-08,AG-E0993,AG-P190,Mid-market,1,375201,173,3,0
2025-09,AG-E0993,AG-P190,Mid-market,1,375876,184,3,0
2025-10,AG-E0993,AG-P190,Mid-market,1,376553,165,3,0
2025-11,AG-E0993,AG-P190,Mid-market,1,377231,181,5,0
2025-12,AG-E0993,AG-P190,Mid-market,1,377910,171,3,0
2026-01,AG-E0993,AG-P190,Mid-market,1,378590,166,1,0
2026-02,AG-E0993,AG-P190,Mid-market,1,379271,155,2,0
2026-03,AG-E0993,AG-P190,Mid-market,1,379954,174,3,0
2026-04,AG-E0993,AG-P190,Mid-market,1,380638,186,4,0
2026-05,AG-E0993,AG-P190,Mid-market,1,381323,173,0,0
2026-06,AG-E0993,AG-P190,Mid-market,1,382009,179,2,0
2026-07,AG-E0993,AG-P190,Mid-market,1,382697,171,3,0
2023-02,AG-E0994,AG-P145,Enterprise,1,374634,166,1,0
2023-03,AG-E0994,AG-P145,Enterprise,1,375331,162,3,2251
2023-04,AG-E0994,AG-P145,Enterprise,1,376030,172,4,0
2023-05,AG-E0994,AG-P145,Enterprise,1,376730,167,1,0
2023-06,AG-E0994,AG-P145,Enterprise,1,377431,169,6,0
2023-07,AG-E0994,AG-P145,Enterprise,1,378133,173,1,0
2023-08,AG-E0994,AG-P145,Enterprise,1,378837,157,0,0
2023-09,AG-E0994,AG-P145,Enterprise,1,379542,179,2,0
2023-10,AG-E0994,AG-P145,Enterprise,1,380248,176,4,0
2023-11,AG-E0994,AG-P145,Enterprise,1,380956,182,4,0
2023-12,AG-E0994,AG-P145,Enterprise,1,381665,175,4,0
2024-01,AG-E0994,AG-P145,Enterprise,1,382375,164,4,0
2024-02,AG-E0994,AG-P145,Enterprise,1,394579,177,4,0
2024-03,AG-E0994,AG-P145,Enterprise,1,395313,176,4,0
2024-04,AG-E0994,AG-P145,Enterprise,1,396049,180,1,0
2024-05,AG-E0994,AG-P145,Enterprise,1,396786,180,2,0
2024-06,AG-E0994,AG-P145,Enterprise,1,397524,186,1,0
2024-07,AG-E0994,AG-P145,Enterprise,1,398264,183,2,0
2024-08,AG-E0994,AG-P145,Enterprise,1,399005,192,3,0
2024-09,AG-E0994,AG-P145,Enterprise,1,399748,187,0,0
2024-10,AG-E0994,AG-P145,Enterprise,1,400492,172,1,0
2024-11,AG-E0994,AG-P145,Enterprise,1,401237,182,3,0
2024-12,AG-E0994,AG-P145,Enterprise,1,401984,182,5,0
2025-01,AG-E0994,AG-P145,Enterprise,1,402732,191,2,0
2025-02,AG-E0994,AG-P145,Enterprise,1,415586,192,6,2493
2025-03,AG-E0994,AG-P145,Enterprise,1,416359,187,3,0
2025-04,AG-E0994,AG-P145,Enterprise,1,417134,194,0,0
2025-05,AG-E0994,AG-P145,Enterprise,1,417910,187,2,0
2025-06,AG-E0994,AG-P145,Enterprise,1,418688,180,6,0
2025-07,AG-E0994,AG-P145,Enterprise,1,419467,181,3,0
2025-08,AG-E0994,AG-P145,Enterprise,1,420248,200,4,0
2025-09,AG-E0994,AG-P145,Enterprise,1,421030,192,3,0
2025-10,AG-E0994,AG-P145,Enterprise,1,421814,185,1,0
2025-11,AG-E0994,AG-P145,Enterprise,1,422599,178,2,0
2025-12,AG-E0994,AG-P145,Enterprise,1,423386,175,1,0
2026-01,AG-E0994,AG-P145,Enterprise,1,424174,196,3,0
2026-02,AG-E0994,AG-P145,Enterprise,1,437712,188,1,0
2026-03,AG-E0994,AG-P145,Enterprise,1,438527,205,4,0
2026-04,AG-E0994,AG-P145,Enterprise,1,439343,194,2,0
2026-05,AG-E0994,AG-P145,Enterprise,1,440161,206,1,0
2026-06,AG-E0994,AG-P145,Enterprise,1,440980,208,0,0
2026-07,AG-E0994,AG-P145,Enterprise,1,441801,183,3,0
2021-08,AG-E0995,AG-P023,Mid-market,1,226062,105,3,0
2021-09,AG-E0995,AG-P023,Mid-market,1,226490,102,2,0
2021-10,AG-E0995,AG-P023,Mid-market,1,226919,101,3,0
2021-11,AG-E0995,AG-P023,Mid-market,1,227349,108,2,0
2021-12,AG-E0995,AG-P023,Mid-market,1,227780,104,2,0
2022-01,AG-E0995,AG-P023,Mid-market,1,228212,100,4,0
2022-02,AG-E0995,AG-P023,Mid-market,1,228644,113,1,0
2022-03,AG-E0995,AG-P023,Mid-market,1,229077,103,2,0
2022-04,AG-E0995,AG-P023,Mid-market,1,229511,108,2,0
2022-05,AG-E0995,AG-P023,Mid-market,1,229946,94,2,0
2022-06,AG-E0995,AG-P023,Mid-market,1,230382,100,2,0
2022-07,AG-E0995,AG-P023,Mid-market,1,230818,102,2,0
2022-08,AG-E0995,AG-P023,Mid-market,1,238193,111,3,0
2022-09,AG-E0995,AG-P023,Mid-market,1,238644,111,1,0
2022-10,AG-E0995,AG-P023,Mid-market,1,239096,107,3,0
2022-11,AG-E0995,AG-P023,Mid-market,1,239549,114,4,0
2022-12,AG-E0995,AG-P023,Mid-market,1,240003,111,6,0
2023-01,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-02,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-03,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-04,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-05,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-06,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-07,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-08,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-09,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-10,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-11,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2023-12,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-01,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-02,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-03,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-04,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-05,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-06,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-07,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-08,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-09,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-10,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-11,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2024-12,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-01,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-02,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-03,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-04,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-05,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-06,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-07,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-08,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-09,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-10,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-11,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2025-12,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2026-01,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2026-02,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2026-03,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2026-04,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2026-05,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2026-06,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2026-07,AG-E0995,AG-P023,Mid-market,0,0,0,0,0
2021-12,AG-E0996,AG-P058,Mid-market,1,167719,73,3,0
2022-01,AG-E0996,AG-P058,Mid-market,1,168021,80,2,0
2022-02,AG-E0996,AG-P058,Mid-market,1,168323,73,3,0
2022-03,AG-E0996,AG-P058,Mid-market,1,168626,78,1,0
2022-04,AG-E0996,AG-P058,Mid-market,1,168930,74,4,0
2022-05,AG-E0996,AG-P058,Mid-market,1,169234,77,2,0
2022-06,AG-E0996,AG-P058,Mid-market,1,169539,78,3,0
2022-07,AG-E0996,AG-P058,Mid-market,1,169844,76,2,0
2022-08,AG-E0996,AG-P058,Mid-market,1,170150,80,5,0
2022-09,AG-E0996,AG-P058,Mid-market,1,170456,76,1,0
2022-10,AG-E0996,AG-P058,Mid-market,1,170763,74,3,0
2022-11,AG-E0996,AG-P058,Mid-market,1,171070,81,5,0
2022-12,AG-E0996,AG-P058,Mid-market,1,176519,76,1,0
2023-01,AG-E0996,AG-P058,Mid-market,1,176837,81,4,1061
2023-02,AG-E0996,AG-P058,Mid-market,1,177155,78,2,0
2023-03,AG-E0996,AG-P058,Mid-market,1,177474,78,0,0
2023-04,AG-E0996,AG-P058,Mid-market,1,177793,82,4,0
2023-05,AG-E0996,AG-P058,Mid-market,1,178113,85,2,0
2023-06,AG-E0996,AG-P058,Mid-market,1,178434,83,6,0
2023-07,AG-E0996,AG-P058,Mid-market,1,178755,82,8,0
2023-08,AG-E0996,AG-P058,Mid-market,1,179077,80,3,0
2023-09,AG-E0996,AG-P058,Mid-market,1,179399,77,4,0
2023-10,AG-E0996,AG-P058,Mid-market,1,179722,85,3,0
2023-11,AG-E0996,AG-P058,Mid-market,1,180045,79,2,0
2023-12,AG-E0996,AG-P058,Mid-market,1,185780,86,4,0
2024-01,AG-E0996,AG-P058,Mid-market,1,186114,84,1,0
2024-02,AG-E0996,AG-P058,Mid-market,1,186449,92,3,0
2024-03,AG-E0996,AG-P058,Mid-market,1,186785,82,6,0
2024-04,AG-E0996,AG-P058,Mid-market,1,187121,89,2,0
2024-05,AG-E0996,AG-P058,Mid-market,1,187458,89,2,0
2024-06,AG-E0996,AG-P058,Mid-market,1,187795,85,6,0
2024-07,AG-E0996,AG-P058,Mid-market,1,188133,87,3,0
2024-08,AG-E0996,AG-P058,Mid-market,1,188472,75,1,0
2024-09,AG-E0996,AG-P058,Mid-market,1,188811,81,4,0
2024-10,AG-E0996,AG-P058,Mid-market,1,189151,80,4,0
2024-11,AG-E0996,AG-P058,Mid-market,1,189491,93,4,0
2024-12,AG-E0996,AG-P058,Mid-market,1,195527,90,1,1173
2025-01,AG-E0996,AG-P058,Mid-market,1,195879,86,1,0
2025-02,AG-E0996,AG-P058,Mid-market,1,196232,90,2,0
2025-03,AG-E0996,AG-P058,Mid-market,1,196585,89,2,0
2025-04,AG-E0996,AG-P058,Mid-market,1,196939,94,4,0
2025-05,AG-E0996,AG-P058,Mid-market,1,197293,85,2,0
2025-06,AG-E0996,AG-P058,Mid-market,1,197648,90,1,0
2025-07,AG-E0996,AG-P058,Mid-market,1,198004,89,4,0
2025-08,AG-E0996,AG-P058,Mid-market,1,198360,91,4,0
2025-09,AG-E0996,AG-P058,Mid-market,1,198717,88,1,0
2025-10,AG-E0996,AG-P058,Mid-market,1,199075,90,1,0
2025-11,AG-E0996,AG-P058,Mid-market,1,199433,96,4,0
2025-12,AG-E0996,AG-P058,Mid-market,1,205786,98,4,0
2026-01,AG-E0996,AG-P058,Mid-market,1,206156,91,5,0
2026-02,AG-E0996,AG-P058,Mid-market,1,206527,92,3,0
2026-03,AG-E0996,AG-P058,Mid-market,1,206899,93,6,0
2026-04,AG-E0996,AG-P058,Mid-market,1,207271,87,1,0
2026-05,AG-E0996,AG-P058,Mid-market,1,207644,95,4,0
2026-06,AG-E0996,AG-P058,Mid-market,1,208018,89,4,0
2026-07,AG-E0996,AG-P058,Mid-market,1,208392,91,1,0
2023-03,AG-E0997,AG-P218,Upper mid-market,1,207805,97,2,0
2023-04,AG-E0997,AG-P218,Upper mid-market,1,208274,97,3,0
2023-05,AG-E0997,AG-P218,Upper mid-market,1,208744,96,4,0
2023-06,AG-E0997,AG-P218,Upper mid-market,1,209216,92,1,0
2023-07,AG-E0997,AG-P218,Upper mid-market,1,209689,92,6,0
2023-08,AG-E0997,AG-P218,Upper mid-market,1,210163,90,3,0
2023-09,AG-E0997,AG-P218,Upper mid-market,1,210638,87,2,0
2023-10,AG-E0997,AG-P218,Upper mid-market,1,211114,91,2,0
2023-11,AG-E0997,AG-P218,Upper mid-market,1,211591,102,1,0
2023-12,AG-E0997,AG-P218,Upper mid-market,1,212069,92,2,0
2024-01,AG-E0997,AG-P218,Upper mid-market,1,212548,97,3,0
2024-02,AG-E0997,AG-P218,Upper mid-market,1,213028,95,3,0
2024-03,AG-E0997,AG-P218,Upper mid-market,1,219914,99,2,0
2024-04,AG-E0997,AG-P218,Upper mid-market,1,220411,104,3,0
2024-05,AG-E0997,AG-P218,Upper mid-market,1,220909,105,2,0
2024-06,AG-E0997,AG-P218,Upper mid-market,1,221408,99,1,0
2024-07,AG-E0997,AG-P218,Upper mid-market,1,221908,102,2,0
2024-08,AG-E0997,AG-P218,Upper mid-market,1,222409,95,0,0
2024-09,AG-E0997,AG-P218,Upper mid-market,1,222911,94,3,0
2024-10,AG-E0997,AG-P218,Upper mid-market,1,223415,111,3,0
2024-11,AG-E0997,AG-P218,Upper mid-market,1,223920,100,1,1343
2024-12,AG-E0997,AG-P218,Upper mid-market,1,224426,100,1,0
2025-01,AG-E0997,AG-P218,Upper mid-market,1,224933,98,4,0
2025-02,AG-E0997,AG-P218,Upper mid-market,1,225441,92,0,0
2025-03,AG-E0997,AG-P218,Upper mid-market,1,232729,105,6,0
2025-04,AG-E0997,AG-P218,Upper mid-market,1,233255,114,1,0
2025-05,AG-E0997,AG-P218,Upper mid-market,1,233782,105,2,0
2025-06,AG-E0997,AG-P218,Upper mid-market,1,234310,113,1,0
2025-07,AG-E0997,AG-P218,Upper mid-market,1,234839,108,1,0
2025-08,AG-E0997,AG-P218,Upper mid-market,1,235369,110,2,0
2025-09,AG-E0997,AG-P218,Upper mid-market,1,235901,103,3,0
2025-10,AG-E0997,AG-P218,Upper mid-market,1,236434,105,0,0
2025-11,AG-E0997,AG-P218,Upper mid-market,1,236968,102,3,0
2025-12,AG-E0997,AG-P218,Upper mid-market,1,237503,101,1,0
2026-01,AG-E0997,AG-P218,Upper mid-market,1,238040,108,4,0
2026-02,AG-E0997,AG-P218,Upper mid-market,1,238578,102,3,0
2026-03,AG-E0997,AG-P218,Upper mid-market,1,246290,103,2,0
2026-04,AG-E0997,AG-P218,Upper mid-market,1,246846,109,2,0
2026-05,AG-E0997,AG-P218,Upper mid-market,1,247404,113,1,0
2026-06,AG-E0997,AG-P218,Upper mid-market,1,247963,110,5,0
2026-07,AG-E0997,AG-P218,Upper mid-market,1,248523,110,3,0
2023-03,AG-E0998,AG-P078,Enterprise,1,97077,44,5,0
2023-04,AG-E0998,AG-P078,Enterprise,1,97313,45,2,0
2023-05,AG-E0998,AG-P078,Enterprise,1,97550,44,3,0
2023-06,AG-E0998,AG-P078,Enterprise,1,97787,42,2,0
2023-07,AG-E0998,AG-P078,Enterprise,1,98025,43,3,0
2023-08,AG-E0998,AG-P078,Enterprise,1,98263,45,4,0
2023-09,AG-E0998,AG-P078,Enterprise,1,98502,41,4,0
2023-10,AG-E0998,AG-P078,Enterprise,1,98741,45,1,0
2023-11,AG-E0998,AG-P078,Enterprise,1,98981,45,3,0
2023-12,AG-E0998,AG-P078,Enterprise,1,99222,47,2,0
2024-01,AG-E0998,AG-P078,Enterprise,1,99463,48,1,0
2024-02,AG-E0998,AG-P078,Enterprise,1,99705,46,4,0
2024-03,AG-E0998,AG-P078,Enterprise,1,102946,46,1,0
2024-04,AG-E0998,AG-P078,Enterprise,1,103196,45,2,0
2024-05,AG-E0998,AG-P078,Enterprise,1,103447,51,5,0
2024-06,AG-E0998,AG-P078,Enterprise,1,103698,46,3,0
2024-07,AG-E0998,AG-P078,Enterprise,1,103950,47,3,0
2024-08,AG-E0998,AG-P078,Enterprise,1,104203,49,1,0
2024-09,AG-E0998,AG-P078,Enterprise,1,104456,42,2,0
2024-10,AG-E0998,AG-P078,Enterprise,1,104710,46,5,628
2024-11,AG-E0998,AG-P078,Enterprise,1,104965,47,7,0
2024-12,AG-E0998,AG-P078,Enterprise,1,105220,47,1,0
2025-01,AG-E0998,AG-P078,Enterprise,1,105476,50,3,0
2025-02,AG-E0998,AG-P078,Enterprise,1,105732,44,0,0
2025-03,AG-E0998,AG-P078,Enterprise,1,109169,49,1,0
2025-04,AG-E0998,AG-P078,Enterprise,1,109434,53,3,0
2025-05,AG-E0998,AG-P078,Enterprise,1,109700,47,4,0
2025-06,AG-E0998,AG-P078,Enterprise,1,109967,49,1,0
2025-07,AG-E0998,AG-P078,Enterprise,1,110234,51,3,0
2025-08,AG-E0998,AG-P078,Enterprise,1,110502,49,4,0
2025-09,AG-E0998,AG-P078,Enterprise,1,110771,50,1,0
2025-10,AG-E0998,AG-P078,Enterprise,1,111040,47,2,0
2025-11,AG-E0998,AG-P078,Enterprise,1,111310,49,1,0
2025-12,AG-E0998,AG-P078,Enterprise,1,111581,52,1,0
2026-01,AG-E0998,AG-P078,Enterprise,1,111852,51,5,0
2026-02,AG-E0998,AG-P078,Enterprise,1,112124,51,5,0
2026-03,AG-E0998,AG-P078,Enterprise,1,115768,58,2,0
2026-04,AG-E0998,AG-P078,Enterprise,1,116049,51,4,0
2026-05,AG-E0998,AG-P078,Enterprise,1,116331,50,2,0
2026-06,AG-E0998,AG-P078,Enterprise,1,116614,51,2,0
2026-07,AG-E0998,AG-P078,Enterprise,1,116897,55,0,0
2023-02,AG-E0999,AG-P040,Enterprise,1,296996,130,1,0
2023-03,AG-E0999,AG-P040,Enterprise,1,297531,139,1,0
2023-04,AG-E0999,AG-P040,Enterprise,1,298067,147,2,0
2023-05,AG-E0999,AG-P040,Enterprise,1,298604,138,2,0
2023-06,AG-E0999,AG-P040,Enterprise,1,299142,135,7,0
2023-07,AG-E0999,AG-P040,Enterprise,1,299681,136,3,0
2023-08,AG-E0999,AG-P040,Enterprise,1,300221,136,4,0
2023-09,AG-E0999,AG-P040,Enterprise,1,300762,144,2,0
2023-10,AG-E0999,AG-P040,Enterprise,1,301304,141,1,0
2023-11,AG-E0999,AG-P040,Enterprise,1,301846,131,5,0
2023-12,AG-E0999,AG-P040,Enterprise,1,302389,136,2,0
2024-01,AG-E0999,AG-P040,Enterprise,1,302933,138,2,0
2024-02,AG-E0999,AG-P040,Enterprise,1,312583,143,1,0
2024-03,AG-E0999,AG-P040,Enterprise,1,313146,145,1,0
2024-04,AG-E0999,AG-P040,Enterprise,1,313710,141,4,0
2024-05,AG-E0999,AG-P040,Enterprise,1,314275,146,2,0
2024-06,AG-E0999,AG-P040,Enterprise,1,314841,146,2,0
2024-07,AG-E0999,AG-P040,Enterprise,1,315408,150,2,0
2024-08,AG-E0999,AG-P040,Enterprise,1,315976,130,5,0
2024-09,AG-E0999,AG-P040,Enterprise,1,316545,149,6,1899
2024-10,AG-E0999,AG-P040,Enterprise,1,317115,143,0,0
2024-11,AG-E0999,AG-P040,Enterprise,1,317686,148,4,0
2024-12,AG-E0999,AG-P040,Enterprise,1,318258,139,2,0
2025-01,AG-E0999,AG-P040,Enterprise,1,318831,144,2,0
2025-02,AG-E0999,AG-P040,Enterprise,1,328987,151,0,0
2025-03,AG-E0999,AG-P040,Enterprise,1,329579,156,3,0
2025-04,AG-E0999,AG-P040,Enterprise,1,330172,156,3,0
2025-05,AG-E0999,AG-P040,Enterprise,1,330766,157,2,0
2025-06,AG-E0999,AG-P040,Enterprise,1,331362,150,2,0
2025-07,AG-E0999,AG-P040,Enterprise,1,331959,153,2,0
2025-08,AG-E0999,AG-P040,Enterprise,1,332557,163,3,0
2025-09,AG-E0999,AG-P040,Enterprise,1,333156,148,1,0
2025-10,AG-E0999,AG-P040,Enterprise,1,333756,151,2,0
2025-11,AG-E0999,AG-P040,Enterprise,1,334357,153,1,0
2025-12,AG-E0999,AG-P040,Enterprise,1,334959,148,2,0
2026-01,AG-E0999,AG-P040,Enterprise,1,335562,159,0,0
2026-02,AG-E0999,AG-P040,Enterprise,1,346251,153,2,0
2026-03,AG-E0999,AG-P040,Enterprise,1,346874,161,1,0
2026-04,AG-E0999,AG-P040,Enterprise,1,347499,157,1,0
2026-05,AG-E0999,AG-P040,Enterprise,1,348125,160,3,0
2026-06,AG-E0999,AG-P040,Enterprise,1,348752,153,0,0
2026-07,AG-E0999,AG-P040,Enterprise,1,349380,157,2,0
2021-09,AG-E1000,AG-P012,Mid-market,1,550352,251,2,0
2021-10,AG-E1000,AG-P012,Mid-market,1,551398,253,0,0
2021-11,AG-E1000,AG-P012,Mid-market,1,552446,242,5,0
2021-12,AG-E1000,AG-P012,Mid-market,1,553496,239,4,0
2022-01,AG-E1000,AG-P012,Mid-market,1,554548,261,1,0
2022-02,AG-E1000,AG-P012,Mid-market,1,555602,248,1,0
2022-03,AG-E1000,AG-P012,Mid-market,1,556658,256,5,0
2022-04,AG-E1000,AG-P012,Mid-market,1,557716,248,5,0
2022-05,AG-E1000,AG-P012,Mid-market,1,558776,262,1,0
2022-06,AG-E1000,AG-P012,Mid-market,1,559838,255,2,0
2022-07,AG-E1000,AG-P012,Mid-market,1,560902,254,2,0
2022-08,AG-E1000,AG-P012,Mid-market,1,561968,240,4,0
2022-09,AG-E1000,AG-P012,Mid-market,1,579927,254,4,3479
2022-10,AG-E1000,AG-P012,Mid-market,1,581029,258,2,0
2022-11,AG-E1000,AG-P012,Mid-market,1,582133,260,3,0
2022-12,AG-E1000,AG-P012,Mid-market,1,583239,279,1,0
2023-01,AG-E1000,AG-P012,Mid-market,1,584347,265,4,0
2023-02,AG-E1000,AG-P012,Mid-market,1,585457,285,4,0
2023-03,AG-E1000,AG-P012,Mid-market,1,586569,274,1,0
2023-04,AG-E1000,AG-P012,Mid-market,1,587683,277,2,0
2023-05,AG-E1000,AG-P012,Mid-market,1,588799,250,3,0
2023-06,AG-E1000,AG-P012,Mid-market,1,589918,267,1,0
2023-07,AG-E1000,AG-P012,Mid-market,1,591039,276,3,0
2023-08,AG-E1000,AG-P012,Mid-market,1,592162,266,2,0
2023-09,AG-E1000,AG-P012,Mid-market,1,611086,281,1,0
2023-10,AG-E1000,AG-P012,Mid-market,1,612247,280,0,0
2023-11,AG-E1000,AG-P012,Mid-market,1,613410,281,3,0
2023-12,AG-E1000,AG-P012,Mid-market,1,614575,261,3,0
2024-01,AG-E1000,AG-P012,Mid-market,1,615743,274,2,0
2024-02,AG-E1000,AG-P012,Mid-market,1,616913,286,2,0
2024-03,AG-E1000,AG-P012,Mid-market,1,618085,294,2,0
2024-04,AG-E1000,AG-P012,Mid-market,1,619259,285,1,0
2024-05,AG-E1000,AG-P012,Mid-market,1,620435,278,5,0
2024-06,AG-E1000,AG-P012,Mid-market,1,621614,279,3,0
2024-07,AG-E1000,AG-P012,Mid-market,1,622795,289,2,0
2024-08,AG-E1000,AG-P012,Mid-market,1,623978,286,3,3743
2024-09,AG-E1000,AG-P012,Mid-market,1,643918,271,1,0
2024-10,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2024-11,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2024-12,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2025-01,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2025-02,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2025-03,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2025-04,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2025-05,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2025-06,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
2025-07,AG-E1000,AG-P012,Mid-market,0,0,0,0,0
