account_id,observed_at,treatment,risk_score,realized_increase_pct,renewed
AG-R0764,2026-07-15T00:00:00Z,1,0.204492,6.450096,1
AG-R0765,2026-07-15T00:00:00Z,1,-1.260297,9.753702,1
AG-R0766,2026-07-15T00:00:00Z,1,-1.362615,11.252953,1
AG-R0767,2026-07-15T00:00:00Z,0,1.541733,0.000000,1
AG-R0768,2026-07-15T00:00:00Z,1,-0.371010,10.046324,1
AG-R0769,2026-07-15T00:00:00Z,0,-0.362819,0.569845,1
AG-R0770,2026-07-15T00:00:00Z,1,0.319062,6.911390,1
AG-R0771,2026-07-15T00:00:00Z,0,0.237960,0.087353,1
AG-R0772,2026-07-15T00:00:00Z,1,-0.412243,9.917810,1
AG-R0773,2026-07-15T00:00:00Z,0,0.535763,0.481969,1
AG-R0774,2026-07-15T00:00:00Z,0,0.795194,0.000000,1
AG-R0775,2026-07-15T00:00:00Z,1,-1.675354,11.609558,1
AG-R0776,2026-07-15T00:00:00Z,0,0.349582,0.111208,1
AG-R0777,2026-07-15T00:00:00Z,0,-0.165970,0.833065,1
AG-R0778,2026-07-15T00:00:00Z,1,-1.104683,9.556041,1
AG-R0779,2026-07-15T00:00:00Z,1,0.351688,7.283489,0
AG-R0780,2026-07-15T00:00:00Z,0,1.293728,0.000000,1
AG-R0781,2026-07-15T00:00:00Z,0,-0.576518,3.068198,1
AG-R0782,2026-07-15T00:00:00Z,0,0.704862,0.000000,1
AG-R0783,2026-07-15T00:00:00Z,1,-2.226042,11.141853,1
AG-R0784,2026-07-15T00:00:00Z,0,-0.103797,0.000000,1
AG-R0785,2026-07-15T00:00:00Z,1,-0.093376,8.927146,1
AG-R0786,2026-07-15T00:00:00Z,1,-0.345950,8.540891,1
AG-R0787,2026-07-15T00:00:00Z,1,0.852810,5.015295,1
AG-R0788,2026-07-15T00:00:00Z,0,-0.671094,2.509047,1
AG-R0789,2026-07-15T00:00:00Z,0,0.320465,0.000000,1
AG-R0790,2026-07-15T00:00:00Z,0,0.998605,0.000000,1
AG-R0791,2026-07-15T00:00:00Z,1,-0.110719,7.759296,0
AG-R0792,2026-07-15T00:00:00Z,0,0.783933,0.000000,1
AG-R0793,2026-07-15T00:00:00Z,1,0.184447,5.897840,1
AG-R0794,2026-07-15T00:00:00Z,1,-0.362156,8.339774,1
AG-R0795,2026-07-15T00:00:00Z,1,1.730019,4.626137,1
AG-R0796,2026-07-15T00:00:00Z,1,0.381165,7.303845,1
AG-R0797,2026-07-15T00:00:00Z,1,0.829259,7.708969,1
AG-R0798,2026-07-15T00:00:00Z,1,-0.383672,7.841776,0
AG-R0799,2026-07-15T00:00:00Z,1,-0.423819,10.443920,1
AG-R0800,2026-07-15T00:00:00Z,0,1.095259,0.000000,1
AG-R-POST-CUTOFF,2026-08-30T00:00:00Z,1,9.999999,99.999999,1
